id_startu	rok	id_zawodnika	kod_grupy	obywatel_kraju
836	2012	414	COF	Francja
837	2012	666	COF	Belgia
838	2012	119	SOJ	Francja
839	2012	146	SOJ	Francja
840	2012	174	SOJ	Francja
841	2012	182	SOJ	Francja
842	2012	295	SOJ	Francja
843	2012	360	SOJ	Francja
844	2012	363	SOJ	Francja
845	2012	386	SOJ	Francja
846	2012	546	SOJ	Francja
847	2012	650	SKY	Wielka Brytania
848	2012	248	SKY	Norwegia
849	2012	98	SKY	Wielka Brytania
850	2012	169	SKY	Austria
851	2012	199	SKY	Wielka Brytania
852	2012	323	SKY	Niemcy
853	2012	485	SKY	Australia
854	2012	506	SKY	Australia
855	2012	548	SKY	Bialorus
856	2012	605	LTS	Belgia
857	2012	25	LTS	Dania
858	2012	133	LTS	Belgia
859	2012	236	LTS	Niemcy
860	2012	250	LTS	Australia
861	2012	255	LTS	Nowa Zelandia
862	2012	505	LTS	Belgia
863	2012	544	LTS	Niemcy
864	2012	616	LTS	Belgia
865	2012	649	VCD	Holandia
866	2012	57	VCD	Belgia
867	2012	265	VCD	Holandia
868	2012	351	VCD	Szwecja
869	2012	384	VCD	Wlochy
870	2012	478	VCD	Holandia
871	2012	519	VCD	Holandia
872	2012	600	VCD	Hiszpania
873	2012	608	VCD	Holandia
874	2012	405	KAT	Rosja
875	2012	92	KAT	Wlochy
876	2012	196	KAT	Hiszpania
877	2012	243	KAT	Rosja
878	2012	267	KAT	Hiszpania
879	2012	339	KAT	Bialorus
880	2012	449	KAT	Wlochy
881	2012	584	KAT	Rosja
882	2012	653	KAT	Rosja
883	2012	94	GFC	Francja
884	2012	180	GFC	Francja
885	2012	279	GFC	Bialorus
886	2012	343	GFC	Francja
887	2012	474	GFC	Francja
888	2012	475	GFC	Francja
889	2012	516	GFC	Francja
890	2012	518	GFC	Francja
891	2012	634	GFC	Francja
892	2012	223	TLJ	Holandia
893	2012	337	TLJ	Holandia
894	2012	413	TLJ	Holandia
895	2012	496	TLJ	Australia
896	2012	524	TLJ	Hiszpania
897	2012	571	TLJ	Holandia
898	2012	573	TLJ	Holandia
899	2012	581	TLJ	Holandia
900	2012	655	TLJ	Belgia
901	2012	601	MOV	Hiszpania
902	2012	115	MOV	Hiszpania
903	2012	121	MOV	Portugalia
904	2012	175	MOV	Hiszpania
905	2012	244	MOV	Hiszpania
906	2012	306	MOV	Rosja
907	2012	317	MOV	Bialorus
908	2012	476	MOV	Hiszpania
909	2012	509	MOV	Hiszpania
910	2012	86	TNK	Australia
911	2012	247	TNK	Argentyna
912	2012	336	TNK	Holandia
913	2012	374	TNK	Dania
914	2012	425	TNK	Dania
915	2012	442	TNK	Belgia
916	2012	455	TNK	Portugalia
917	2012	554	TNK	Dania
918	2012	553	TNK	Dania
919	2012	68	AST	Slowenia
920	2012	67	AST	Slowenia
921	2012	190	AST	Kazachstan
922	2012	272	AST	Ukraina
923	2012	281	AST	Kazachstan
924	2012	307	AST	Kazachstan
925	2012	312	AST	Szwecja
926	2012	318	AST	Chorwacja
927	2012	652	AST	Kazachstan
928	2012	358	QST	Stany Zjednoczone
929	2012	101	QST	Francja
930	2012	139	QST	Belgia
931	2012	151	QST	Belgia
932	2012	235	QST	Niemcy
933	2012	388	QST	Niemcy
934	2012	473	QST	Francja
935	2012	628	QST	Slowacja
936	2012	627	QST	Slowacja
937	2012	220	MTS	Australia
938	2012	4	MTS	Szwajcaria
939	2012	118	MTS	Australia
940	2012	230	MTS	Australia
941	2012	283	MTS	Poludniowa Afryka
942	2012	346	MTS	Australia
943	2012	349	MTS	Holandia
944	2012	443	MTS	Australia
945	2012	645	MTS	Holandia
946	2012	319	SUN	Niemcy
947	2012	128	SUN	Holandia
948	2012	135	SUN	Holandia
949	2012	198	SUN	Niemcy
950	2012	237	SUN	Niemcy
951	2012	273	SUN	Francja
952	2012	557	SUN	Francja
953	2012	579	SUN	Holandia
954	2012	623	SUN	Holandia
955	2013	199	SKY	Wielka Brytania
956	2013	248	SKY	Norwegia
957	2013	310	SKY	Wielka Brytania
958	2013	317	SKY	Bialorus
959	2013	209	SKY	Hiszpania
960	2013	485	SKY	Australia
961	2013	548	SKY	Bialorus
962	2013	558	SKY	Wielka Brytania
963	2013	577	SKY	Wielka Brytania
964	2013	521	CAN	Slowacja
965	2013	56	CAN	Polska
966	2013	138	CAN	Wlochy
967	2013	314	CAN	Stany Zjednoczone
968	2013	329	CAN	Slowenia
969	2013	383	CAN	Wlochy
970	2013	426	CAN	Wlochy
971	2013	520	CAN	Wlochy
972	2013	613	CAN	Dania
973	2013	605	LTS	Belgia
974	2013	25	LTS	Dania
975	2013	131	LTS	Belgia
976	2013	236	LTS	Niemcy
977	2013	250	LTS	Australia
978	2013	255	LTS	Nowa Zelandia
979	2013	505	LTS	Belgia
980	2013	544	LTS	Niemcy
981	2013	651	LTS	Belgia
982	2013	176	BMC	Australia
983	2013	61	BMC	Stany Zjednoczone
984	2013	81	BMC	Niemcy
985	2013	226	BMC	Belgia
986	2013	411	BMC	Francja
987	2013	419	BMC	Szwajcaria
988	2013	492	BMC	Wlochy
989	2013	530	BMC	Szwajcaria
990	2013	607	BMC	Stany Zjednoczone
991	2013	534	TFS	Luksemburg
992	2013	26	TFS	Belgia
993	2013	154	TFS	Luksemburg
994	2013	205	TFS	Francja
995	2013	285	TFS	Hiszpania
996	2013	321	TFS	Niemcy
997	2013	416	TFS	Belgia
998	2013	641	TFS	Niemcy
999	2013	667	TFS	Hiszpania
1000	2013	510	DEN	Francja
1001	2013	8	DEN	Japonia
1002	2013	122	DEN	Francja
1003	2013	214	DEN	Francja
1004	2013	216	DEN	Francja
1005	2013	380	DEN	Wlochy
1006	2013	497	DEN	Francja
1007	2013	625	DEN	Kanada
1008	2013	639	DEN	Francja
1009	2013	68	AST	Slowenia
1010	2013	36	AST	Kazachstan
1011	2013	200	AST	Dania
1012	2013	210	AST	Wlochy
1013	2013	215	AST	Wlochy
1014	2013	307	AST	Kazachstan
1015	2013	312	AST	Szwecja
1016	2013	376	AST	Kazachstan
1017	2013	428	AST	Kazachstan
1018	2013	475	GFC	Francja
1019	2013	59	GFC	Francja
1020	2013	66	GFC	Francja
1021	2013	180	GFC	Francja
1022	2013	187	GFC	Brazylia
1023	2013	217	GFC	Francja
1024	2013	296	GFC	Francja
1025	2013	518	GFC	Francja
1026	2013	634	GFC	Francja
1027	2013	459	ALM	Francja
1028	2013	29	ALM	Francja
1029	2013	65	ALM	Francja
1030	2013	161	ALM	Francja
1031	2013	162	ALM	Francja
1032	2013	202	ALM	Francja
1033	2013	304	ALM	Francja
1034	2013	407	ALM	Francja
1035	2013	498	ALM	Francja
1036	2013	117	TNK	Hiszpania
1037	2013	41	TNK	Wlochy
1038	2013	256	TNK	Hiszpania
1039	2013	334	TNK	Czechy
1040	2013	441	TNK	Hiszpania
1041	2013	455	TNK	Portugalia
1042	2013	503	TNK	Irlandia
1043	2013	506	TNK	Australia
1044	2013	582	TNK	Wlochy
1045	2013	504	KAT	Hiszpania
1046	2013	78	KAT	Rosja
1047	2013	335	KAT	Norwegia
1048	2013	339	KAT	Bialorus
1049	2013	371	KAT	Hiszpania
1050	2013	422	KAT	Hiszpania
1051	2013	551	KAT	lotwa
1052	2013	584	KAT	Rosja
1053	2013	653	KAT	Rosja
1054	2013	7	EUS	Hiszpania
1055	2013	17	EUS	Hiszpania
1056	2013	290	EUS	Hiszpania
1057	2013	289	EUS	Hiszpania
1058	2013	367	EUS	Hiszpania
1059	2013	438	EUS	Hiszpania
1060	2013	446	EUS	Hiszpania
1061	2013	462	EUS	Hiszpania
1062	2013	543	EUS	Francja
1063	2013	601	MOV	Hiszpania
1064	2013	5	MOV	Kostaryka
1065	2013	96	MOV	Hiszpania
1066	2013	121	MOV	Portugalia
1067	2013	175	MOV	Hiszpania
1068	2013	244	MOV	Hiszpania
1069	2013	476	MOV	Hiszpania
1070	2013	491	MOV	Kolumbia
1071	2013	509	MOV	Hiszpania
1072	2013	568	COF	Estonia
1073	2013	24	COF	Francja
1074	2013	119	COF	Francja
1075	2013	208	COF	Hiszpania
1076	2013	355	COF	Francja
1077	2013	363	COF	Francja
1078	2013	393	COF	Hiszpania
1079	2013	412	COF	Francja
1080	2013	433	COF	Hiszpania
1081	2013	127	UAD	Wlochy
1082	2013	60	UAD	Wlochy
1083	2013	108	UAD	Wlochy
1084	2013	179	UAD	Wlochy
1085	2013	186	UAD	Wlochy
1086	2013	381	UAD	Wlochy
1087	2013	424	UAD	Wlochy
1088	2013	436	UAD	Polska
1089	2013	542	UAD	Kolumbia
1090	2013	98	QST	Wielka Brytania
1091	2013	101	QST	Francja
1092	2013	342	QST	Polska
1093	2013	388	QST	Niemcy
1094	2013	473	QST	Francja
1095	2013	559	QST	Belgia
1096	2013	574	QST	Holandia
1097	2013	583	QST	Wlochy
1098	2013	627	QST	Slowacja
1099	2013	62	TLJ	Holandia
1100	2013	223	TLJ	Holandia
1101	2013	356	TLJ	Holandia
1102	2013	413	TLJ	Holandia
1103	2013	440	TLJ	Norwegia
1104	2013	571	TLJ	Holandia
1105	2013	573	TLJ	Holandia
1106	2013	617	TLJ	Belgia
1107	2013	655	TLJ	Belgia
1108	2013	259	EFD	Kanada
1109	2013	35	EFD	Nowa Zelandia
1110	2013	130	EFD	Stany Zjednoczone
1111	2013	149	EFD	Australia
1112	2013	390	EFD	Irlandia
1113	2013	406	EFD	Wielka Brytania
1114	2013	432	EFD	Litwa
1115	2013	570	EFD	Stany Zjednoczone
1116	2013	614	EFD	Stany Zjednoczone
1117	2013	220	MTS	Australia
1118	2013	4	MTS	Szwajcaria
1119	2013	113	MTS	Australia
1120	2013	230	MTS	Australia
1121	2013	283	MTS	Poludniowa Afryka
1122	2013	346	MTS	Australia
1123	2013	404	MTS	Australia
1124	2013	443	MTS	Australia
1125	2013	587	MTS	Kanada
1126	2013	143	SUN	Niemcy
1127	2013	128	SUN	Holandia
1128	2013	135	SUN	Holandia
1129	2013	160	SUN	Holandia
1130	2013	198	SUN	Niemcy
1131	2013	222	SUN	Niemcy
1132	2013	319	SUN	Niemcy
1133	2013	579	SUN	Holandia
1134	2013	623	SUN	Holandia
1135	2013	478	VCD	Holandia
1136	2013	57	VCD	Belgia
1137	2013	132	VCD	Belgia
1138	2013	188	VCD	Hiszpania
1139	2013	265	VCD	Holandia
1140	2013	375	VCD	Uzbekistan
1141	2013	611	VCD	Holandia
1142	2013	610	VCD	Holandia
1143	2013	649	VCD	Holandia
1144	2013	182	SOJ	Francja
1145	2013	146	SOJ	Francja
1146	2013	170	SOJ	Francja
1147	2013	262	SOJ	Francja
1148	2013	360	SOJ	Francja
1149	2013	386	SOJ	Francja
1150	2013	399	SOJ	Francja
1151	2013	546	SOJ	Francja
1152	2013	643	SOJ	Francja
1153	2014	199	SKY	Wielka Brytania
1154	2014	169	SKY	Austria
1155	2014	317	SKY	Bialorus
1156	2014	209	SKY	Hiszpania
1157	2014	438	SKY	Hiszpania
1158	2014	453	SKY	Stany Zjednoczone
1159	2014	485	SKY	Australia
1160	2014	577	SKY	Wielka Brytania
1161	2014	664	SKY	Hiszpania
1162	2014	601	MOV	Hiszpania
1163	2014	175	MOV	Hiszpania
1164	2014	202	MOV	Francja
1165	2014	258	MOV	Hiszpania
1166	2014	284	MOV	Hiszpania
1167	2014	289	MOV	Hiszpania
1168	2014	476	MOV	Hiszpania
1169	2014	509	MOV	Hiszpania
1170	2014	637	MOV	Wlochy
1171	2014	504	KAT	Hiszpania
1172	2014	286	KAT	Rosja
1173	2014	335	KAT	Norwegia
1174	2014	449	KAT	Wlochy
1175	2014	483	KAT	Rosja
1176	2014	545	KAT	Rosja
1177	2014	551	KAT	lotwa
1178	2014	556	KAT	Slowenia
1179	2014	584	KAT	Rosja
1180	2014	117	TNK	Hiszpania
1181	2014	41	TNK	Wlochy
1182	2014	256	TNK	Hiszpania
1183	2014	379	TNK	Polska
1184	2014	425	TNK	Dania
1185	2014	455	TNK	Portugalia
1186	2014	503	TNK	Irlandia
1187	2014	506	TNK	Australia
1188	2014	582	TNK	Wlochy
1189	2014	435	AST	Wlochy
1190	2014	200	AST	Dania
1191	2014	272	AST	Ukraina
1192	2014	240	AST	Kazachstan
1193	2014	281	AST	Kazachstan
1194	2014	305	AST	Estonia
1195	2014	529	AST	Wlochy
1196	2014	618	AST	Wlochy
1197	2014	649	AST	Holandia
1198	2014	521	CAN	Slowacja
1199	2014	56	CAN	Polska
1200	2014	138	CAN	Wlochy
1201	2014	314	CAN	Stany Zjednoczone
1202	2014	329	CAN	Slowenia
1203	2014	384	CAN	Wlochy
1204	2014	386	CAN	Francja
1205	2014	520	CAN	Wlochy
1206	2014	638	CAN	Wlochy
1207	2014	413	TLJ	Holandia
1208	2014	62	TLJ	Holandia
1209	2014	114	TLJ	Holandia
1210	2014	337	TLJ	Holandia
1211	2014	356	TLJ	Holandia
1212	2014	571	TLJ	Holandia
1213	2014	573	TLJ	Holandia
1214	2014	617	TLJ	Belgia
1215	2014	655	TLJ	Belgia
1216	2014	98	QST	Wielka Brytania
1217	2014	26	QST	Belgia
1218	2014	228	QST	Polska
1219	2014	342	QST	Polska
1220	2014	388	QST	Niemcy
1221	2014	466	QST	Wlochy
1222	2014	496	QST	Australia
1223	2014	574	QST	Holandia
1224	2014	583	QST	Wlochy
1225	2014	459	ALM	Francja
1226	2014	29	ALM	Francja
1227	2014	105	ALM	Francja
1228	2014	161	ALM	Francja
1229	2014	211	ALM	Luksemburg
1230	2014	304	ALM	Francja
1231	2014	407	ALM	Francja
1232	2014	418	ALM	Wlochy
1233	2014	498	ALM	Francja
1234	2014	570	EFD	Stany Zjednoczone
1235	2014	1	EFD	Kolumbia
1236	2014	35	EFD	Nowa Zelandia
1237	2014	270	EFD	Stany Zjednoczone
1238	2014	315	EFD	Stany Zjednoczone
1239	2014	349	EFD	Holandia
1240	2014	432	EFD	Litwa
1241	2014	549	EFD	Holandia
1242	2014	621	EFD	Belgia
1243	2014	319	SUN	Niemcy
1244	2014	128	SUN	Holandia
1245	2014	135	SUN	Holandia
1246	2014	143	SUN	Niemcy
1247	2014	151	SUN	Belgia
1248	2014	160	SUN	Holandia
1249	2014	104	SUN	Chiny
1250	2014	579	SUN	Holandia
1251	2014	623	SUN	Holandia
1252	2014	121	UAD	Portugalia
1253	2014	108	UAD	Wlochy
1254	2014	165	UAD	Chorwacja
1255	2014	266	UAD	Stany Zjednoczone
1256	2014	409	UAD	Wlochy
1257	2014	445	UAD	Portugalia
1258	2014	500	UAD	Argentyna
1259	2014	542	UAD	Kolumbia
1260	2014	600	UAD	Hiszpania
1261	2014	147	GFC	Francja
1262	2014	59	GFC	Francja
1263	2014	145	GFC	Francja
1264	2014	296	GFC	Francja
1265	2014	343	GFC	Francja
1266	2014	474	GFC	Francja
1267	2014	475	GFC	Francja
1268	2014	518	GFC	Francja
1269	2014	634	GFC	Francja
1270	2014	605	LTS	Belgia
1271	2014	25	LTS	Dania
1272	2014	131	LTS	Belgia
1273	2014	205	LTS	Francja
1274	2014	236	LTS	Niemcy
1275	2014	250	LTS	Australia
1276	2014	255	LTS	Nowa Zelandia
1277	2014	505	LTS	Belgia
1278	2014	544	LTS	Niemcy
1279	2014	607	BMC	Stany Zjednoczone
1280	2014	18	BMC	Kolumbia
1281	2014	81	BMC	Niemcy
1282	2014	411	BMC	Francja
1283	2014	447	BMC	Wlochy
1284	2014	530	BMC	Szwajcaria
1285	2014	560	BMC	Stany Zjednoczone
1286	2014	602	BMC	Belgia
1287	2014	627	BMC	Slowacja
1288	2014	510	DEN	Francja
1289	2014	8	DEN	Japonia
1290	2014	120	DEN	Francja
1291	2014	214	DEN	Francja
1292	2014	216	DEN	Francja
1293	2014	471	DEN	Francja
1294	2014	490	DEN	Francja
1295	2014	497	DEN	Francja
1296	2014	639	DEN	Francja
1297	2014	533	TFS	Luksemburg
1298	2014	82	TFS	Stany Zjednoczone
1299	2014	85	TFS	Szwajcaria
1300	2014	285	TFS	Hiszpania
1301	2014	493	TFS	Szwajcaria
1302	2014	534	TFS	Luksemburg
1303	2014	610	TFS	Holandia
1304	2014	641	TFS	Niemcy
1305	2014	667	TFS	Hiszpania
1306	2014	433	COF	Hiszpania
1307	2014	167	COF	Francja
1308	2014	208	COF	Hiszpania
1309	2014	360	COF	Francja
1310	2014	393	COF	Hiszpania
1311	2014	412	COF	Francja
1312	2014	467	COF	Francja
1313	2014	546	COF	Francja
1314	2014	568	COF	Estonia
1315	2014	220	MTS	Australia
1316	2014	4	MTS	Szwajcaria
1317	2014	113	MTS	Australia
1318	2014	166	MTS	Australia
1319	2014	253	MTS	Australia
1320	2014	313	MTS	Belgia
1321	2014	401	MTS	Kanada
1322	2014	587	MTS	Kanada
1323	2014	658	MTS	Wielka Brytania
1324	2014	195	IAM	Szwajcaria
1325	2014	101	IAM	Francja
1326	2014	171	IAM	Szwajcaria
1327	2014	252	IAM	Australia
1328	2014	263	IAM	Szwajcaria
1329	2014	322	IAM	Niemcy
1330	2014	473	IAM	Francja
1331	2014	495	IAM	Szwajcaria
1332	2014	656	IAM	Szwajcaria
1333	2014	326	BOH	Czechy
1334	2014	33	BOH	Czechy
1335	2014	136	BOH	Hiszpania
1336	2014	148	BOH	Australia
1337	2014	280	BOH	Polska
1338	2014	378	BOH	Portugalia
1339	2014	403	BOH	Portugalia
1340	2014	532	BOH	Niemcy
1341	2014	642	BOH	Niemcy
1342	2014	182	FVC	Francja
1343	2014	54	FVC	Francja
1344	2014	146	FVC	Francja
1345	2014	181	FVC	Francja
1346	2014	191	FVC	Francja
1347	2014	218	FVC	Francja
1348	2014	242	FVC	Francja
1349	2014	294	FVC	Francja
1350	2014	594	FVC	Francja
1351	2015	435	AST	Wlochy
1352	2015	62	AST	Holandia
1353	2015	200	AST	Dania
1354	2015	272	AST	Ukraina
1355	2015	240	AST	Kazachstan
1356	2015	305	AST	Estonia
1357	2015	529	AST	Wlochy
1358	2015	568	AST	Estonia
1359	2015	649	AST	Holandia
1360	2015	459	ALM	Francja
1361	2015	29	ALM	Francja
1362	2015	26	ALM	Belgia
1363	2015	105	ALM	Francja
1364	2015	211	ALM	Luksemburg
1365	2015	213	ALM	Francja
1366	2015	498	ALM	Francja
1367	2015	621	ALM	Belgia
1368	2015	643	ALM	Francja
1369	2015	475	GFC	Francja
1370	2015	59	GFC	Francja
1371	2015	102	GFC	Francja
1372	2015	147	GFC	Francja
1373	2015	217	GFC	Francja
1374	2015	343	GFC	Francja
1375	2015	419	GFC	Szwajcaria
1376	2015	518	GFC	Francja
1377	2015	622	GFC	Francja
1378	2015	199	SKY	Wielka Brytania
1379	2015	310	SKY	Wielka Brytania
1380	2015	326	SKY	Czechy
1381	2015	478	SKY	Holandia
1382	2015	485	SKY	Australia
1383	2015	503	SKY	Irlandia
1384	2015	517	SKY	Wielka Brytania
1385	2015	558	SKY	Wielka Brytania
1386	2015	577	SKY	Wielka Brytania
1387	2015	117	TNK	Hiszpania
1388	2015	34	TNK	Wlochy
1389	2015	41	TNK	Wlochy
1390	2015	334	TNK	Czechy
1391	2015	379	TNK	Polska
1392	2015	506	TNK	Australia
1393	2015	521	TNK	Slowacja
1394	2015	582	TNK	Wlochy
1395	2015	598	TNK	Dania
1396	2015	491	MOV	Kolumbia
1397	2015	6	MOV	Kolumbia
1398	2015	96	MOV	Hiszpania
1399	2015	156	MOV	Wielka Brytania
1400	2015	175	MOV	Hiszpania
1401	2015	257	MOV	Hiszpania
1402	2015	290	MOV	Hiszpania
1403	2015	381	MOV	Wlochy
1404	2015	601	MOV	Hiszpania
1405	2015	607	BMC	Stany Zjednoczone
1406	2015	93	BMC	Wlochy
1407	2015	149	BMC	Australia
1408	2015	447	BMC	Wlochy
1409	2015	492	BMC	Wlochy
1410	2015	523	BMC	Hiszpania
1411	2015	530	BMC	Szwajcaria
1412	2015	602	BMC	Belgia
1413	2015	657	BMC	Szwajcaria
1414	2015	205	LTS	Francja
1415	2015	25	LTS	Dania
1416	2015	132	LTS	Belgia
1417	2015	141	LTS	Belgia
1418	2015	236	LTS	Niemcy
1419	2015	250	LTS	Australia
1420	2015	255	LTS	Nowa Zelandia
1421	2015	544	LTS	Niemcy
1422	2015	648	LTS	Belgia
1423	2015	143	SUN	Niemcy
1424	2015	30	SUN	Francja
1425	2015	128	SUN	Holandia
1426	2015	135	SUN	Holandia
1427	2015	160	SUN	Holandia
1428	2015	222	SUN	Niemcy
1429	2015	489	SUN	Austria
1430	2015	547	SUN	Holandia
1431	2015	579	SUN	Holandia
1432	2015	504	KAT	Hiszpania
1433	2015	92	KAT	Wlochy
1434	2015	241	KAT	Wlochy
1435	2015	249	KAT	Austria
1436	2015	332	KAT	Rosja
1437	2015	335	KAT	Norwegia
1438	2015	371	KAT	Hiszpania
1439	2015	378	KAT	Portugalia
1440	2015	449	KAT	Wlochy
1441	2015	220	MTS	Australia
1442	2015	4	MTS	Szwajcaria
1443	2015	166	MTS	Australia
1444	2015	283	MTS	Poludniowa Afryka
1445	2015	394	MTS	Australia
1446	2015	587	MTS	Kanada
1447	2015	645	MTS	Holandia
1448	2015	659	MTS	Wielka Brytania
1449	2015	658	MTS	Wielka Brytania
1450	2015	342	QST	Polska
1451	2015	98	QST	Wielka Brytania
1452	2015	228	QST	Polska
1453	2015	388	QST	Niemcy
1454	2015	496	QST	Australia
1455	2015	563	QST	Czechy
1456	2015	583	QST	Wlochy
1457	2015	592	QST	Kolumbia
1458	2015	633	QST	Belgia
1459	2015	510	DEN	Francja
1460	2015	120	DEN	Francja
1461	2015	214	DEN	Francja
1462	2015	216	DEN	Francja
1463	2015	431	DEN	Francja
1464	2015	490	DEN	Francja
1465	2015	543	DEN	Francja
1466	2015	588	DEN	Francja
1467	2015	639	DEN	Francja
1468	2015	223	TLJ	Holandia
1469	2015	309	TLJ	Holandia
1470	2015	337	TLJ	Holandia
1471	2015	356	TLJ	Holandia
1472	2015	387	TLJ	Niemcy
1473	2015	571	TLJ	Holandia
1474	2015	573	TLJ	Holandia
1475	2015	606	TLJ	Holandia
1476	2015	617	TLJ	Belgia
1477	2015	413	TFS	Holandia
1478	2015	12	TFS	Kolumbia
1479	2015	85	TFS	Szwajcaria
1480	2015	152	TFS	Belgia
1481	2015	154	TFS	Luksemburg
1482	2015	285	TFS	Hiszpania
1483	2015	302	TFS	Luksemburg
1484	2015	493	TFS	Szwajcaria
1485	2015	667	TFS	Hiszpania
1486	2015	121	UAD	Portugalia
1487	2015	60	UAD	Wlochy
1488	2015	108	UAD	Wlochy
1489	2015	165	UAD	Chorwacja
1490	2015	445	UAD	Portugalia
1491	2015	476	UAD	Hiszpania
1492	2015	487	UAD	Wlochy
1493	2015	542	UAD	Kolumbia
1494	2015	600	UAD	Hiszpania
1495	2015	570	EFD	Stany Zjednoczone
1496	2015	35	EFD	Nowa Zelandia
1497	2015	245	EFD	Australia
1498	2015	259	EFD	Kanada
1499	2015	329	EFD	Slowenia
1500	2015	349	EFD	Holandia
1501	2015	390	EFD	Irlandia
1502	2015	432	EFD	Litwa
1503	2015	603	EFD	Holandia
1504	2015	66	COF	Francja
1505	2015	167	COF	Francja
1506	2015	350	COF	Francja
1507	2015	393	COF	Hiszpania
1508	2015	433	COF	Hiszpania
1509	2015	540	COF	Francja
1510	2015	546	COF	Francja
1511	2015	555	COF	Francja
1512	2015	612	COF	Belgia
1513	2015	195	IAM	Szwajcaria
1514	2015	70	IAM	Austria
1515	2015	101	IAM	Francja
1516	2015	114	IAM	Holandia
1517	2015	119	IAM	Francja
1518	2015	171	IAM	Szwajcaria
1519	2015	263	IAM	Szwajcaria
1520	2015	448	IAM	Kolumbia
1521	2015	656	IAM	Szwajcaria
1522	2015	434	BOH	Niemcy
1523	2015	33	BOH	Czechy
1524	2015	42	BOH	Irlandia
1525	2015	79	BOH	Niemcy
1526	2015	148	BOH	Australia
1527	2015	280	BOH	Polska
1528	2015	403	BOH	Portugalia
1529	2015	532	BOH	Niemcy
1530	2015	642	BOH	Niemcy
1531	2015	541	FVC	Argentyna
1532	2015	76	FVC	Francja
1533	2015	146	FVC	Francja
1534	2015	180	FVC	Francja
1535	2015	182	FVC	Francja
1536	2015	191	FVC	Francja
1537	2015	218	FVC	Francja
1538	2015	465	FVC	Francja
1539	2015	594	FVC	Francja
1540	2015	248	DDD	Norwegia
1541	2015	126	DDD	Wielka Brytania
1542	2015	178	DDD	Stany Zjednoczone
1543	2015	293	DDD	Poludniowa Afryka
1544	2015	292	DDD	Poludniowa Afryka
1545	2015	340	DDD	Erytrea
1546	2015	402	DDD	Poludniowa Afryka
1547	2015	457	DDD	Belgia
1548	2015	572	DDD	Erytrea
1549	2016	199	SKY	Wielka Brytania
1550	2016	254	SKY	Kolumbia
1551	2016	317	SKY	Bialorus
1552	2016	347	SKY	Hiszpania
1553	2016	438	SKY	Hiszpania
1554	2016	478	SKY	Holandia
1555	2016	517	SKY	Wielka Brytania
1556	2016	558	SKY	Wielka Brytania
1557	2016	577	SKY	Wielka Brytania
1558	2016	491	MOV	Kolumbia
1559	2016	601	MOV	Hiszpania
1560	2016	6	MOV	Kolumbia
1561	2016	175	MOV	Hiszpania
1562	2016	258	MOV	Hiszpania
1563	2016	290	MOV	Hiszpania
1564	2016	289	MOV	Hiszpania
1565	2016	422	MOV	Hiszpania
1566	2016	445	MOV	Portugalia
1567	2016	15	AST	Wlochy
1568	2016	435	AST	Wlochy
1569	2016	200	AST	Dania
1570	2016	272	AST	Ukraina
1571	2016	305	AST	Estonia
1572	2016	376	AST	Kazachstan
1573	2016	513	AST	Wlochy
1574	2016	524	AST	Hiszpania
1575	2016	580	AST	Wlochy
1576	2016	117	TNK	Hiszpania
1577	2016	521	TNK	Slowacja
1578	2016	56	TNK	Polska
1579	2016	212	TNK	Wlochy
1580	2016	318	TNK	Chorwacja
1581	2016	334	TNK	Czechy
1582	2016	379	TNK	Polska
1583	2016	582	TNK	Wlochy
1584	2016	598	TNK	Dania
1585	2016	29	ALM	Francja
1586	2016	26	ALM	Belgia
1587	2016	105	ALM	Francja
1588	2016	161	ALM	Francja
1589	2016	211	ALM	Luksemburg
1590	2016	214	ALM	Francja
1591	2016	232	ALM	Francja
1592	2016	488	ALM	Wlochy
1593	2016	643	ALM	Francja
1594	2016	309	TLJ	Holandia
1595	2016	43	TLJ	Nowa Zelandia
1596	2016	239	TLJ	Holandia
1597	2016	364	TLJ	Holandia
1598	2016	387	TLJ	Niemcy
1599	2016	512	TLJ	Holandia
1600	2016	617	TLJ	Belgia
1601	2016	644	TLJ	Niemcy
1602	2016	655	TLJ	Belgia
1603	2016	413	TFS	Holandia
1604	2016	85	TFS	Szwajcaria
1605	2016	285	TFS	Hiszpania
1606	2016	493	TFS	Szwajcaria
1607	2016	533	TFS	Luksemburg
1608	2016	560	TFS	Stany Zjednoczone
1609	2016	562	TFS	Belgia
1610	2016	576	TFS	Belgia
1611	2016	667	TFS	Hiszpania
1612	2016	195	IAM	Szwajcaria
1613	2016	114	IAM	Holandia
1614	2016	119	IAM	Francja
1615	2016	171	IAM	Szwajcaria
1616	2016	173	IAM	Norwegia
1617	2016	263	IAM	Szwajcaria
1618	2016	269	IAM	Australia
1619	2016	429	IAM	Belgia
1620	2016	448	IAM	Kolumbia
1621	2016	510	EFD	Francja
1622	2016	74	EFD	Dania
1623	2016	124	EFD	Stany Zjednoczone
1624	2016	270	EFD	Stany Zjednoczone
1625	2016	329	EFD	Slowenia
1626	2016	349	EFD	Holandia
1627	2016	432	EFD	Litwa
1628	2016	549	EFD	Holandia
1629	2016	603	EFD	Holandia
1630	2016	485	BMC	Australia
1631	2016	61	BMC	Stany Zjednoczone
1632	2016	81	BMC	Niemcy
1633	2016	93	BMC	Wlochy
1634	2016	149	BMC	Australia
