id_jednostki	id_gracza	nazwa	lok_x	lok_y
2465	90	lucznik	127	105
2466	113	elfi czarodziej	121	34
2467	93	elfi czarodziej	134	63
2468	133	topornik	9	134
2469	172	mag ziemi	29	156
2470	160	topornik	167	28
2471	79	robotnik	192	77
2472	71	lucznik	196	194
2473	94	piechur	162	148
2474	78	pikinier	11	49
2475	168	konny lucznik	150	138
2476	27	artylerzysta	4	26
2477	98	drwal	153	191
2478	109	balista	103	195
2479	92	wysoki elf-gwardzista	36	22
2480	111	topornik	185	194
2481	191	kaplan	22	120
2482	130	topornik	100	178
2483	93	kawalerzysta	142	142
2484	179	ciemny elf	158	146
2485	7	mag ziemi	123	46
2486	148	topornik	142	120
2487	74	szpieg	143	75
2488	148	kaplan	191	148
2489	78	topornik	45	130
2490	142	kusznik	183	89
2491	89	robotnik	158	49
2492	199	topornik	192	50
2493	57	drwal	115	83
2494	194	artylerzysta	20	179
2495	162	lucznik	149	66
2496	130	katapulta	72	132
2497	137	kawalerzysta	89	27
2498	163	lesny elf	81	8
2499	88	robotnik	181	160
2500	57	kusznik	26	74
2501	51	katapulta	144	28
2502	140	topornik	84	132
2503	26	lucznik	156	159
2504	63	pikinier	59	73
2505	199	mag ognia	24	36
2506	60	piechur	135	81
2507	134	balista	37	175
2508	121	pikinier	28	175
2509	137	artylerzysta	176	15
2510	129	architekt	84	153
2511	134	lesny elf	76	16
2512	188	mag ziemi	31	125
2513	54	szpieg	153	171
2514	119	piechur	47	36
2515	25	balista	73	51
2516	92	robotnik	110	183
2517	150	kaplan	92	102
2518	30	piechur	190	154
2519	26	drwal	135	100
2520	171	robotnik	48	150
2521	146	kawalerzysta	57	113
2522	35	lucznik	137	59
2523	13	topornik	119	192
2524	78	topornik	150	65
2525	75	balista	181	109
2526	56	drwal	196	167
2527	46	mag powietrza	197	120
2528	105	kaplan	125	69
2529	191	architekt	142	147
2530	126	mag wody	170	28
2531	177	drwal	5	49
2532	100	ciemny elf	173	145
2533	48	robotnik	149	101
2534	119	kusznik	107	95
2535	68	robotnik	160	126
2536	70	robotnik	133	155
2537	172	kusznik	133	147
2538	151	kusznik	39	180
2539	162	drwal	49	17
2540	17	pikinier	162	168
2541	58	kawalerzysta	120	77
2542	49	pikinier	190	145
2543	167	pikinier	19	171
2544	58	pikinier	171	194
2545	90	topornik	34	165
2546	79	architekt	84	97
2547	42	pikinier	164	15
2548	146	topornik	32	42
2549	39	mag ognia	181	143
2550	139	lucznik	116	15
2551	66	topornik	11	15
2552	189	katapulta	64	111
2553	123	lucznik	15	95
2554	7	architekt	41	48
2555	56	pikinier	72	126
2556	38	mag ognia	104	174
2557	18	lucznik	182	41
2558	16	topornik	78	179
2559	197	lucznik	78	27
2560	55	lekki jezdziec	192	89
2561	60	lekki jezdziec	46	159
2562	10	lekki jezdziec	57	111
2563	121	drwal	179	140
2564	33	pikinier	17	97
2565	158	kaplan	96	94
2566	83	pikinier	158	51
2567	125	mag ziemi	71	142
2568	14	konny lucznik	105	6
2569	164	mag wody	121	173
2570	197	piechur	66	135
2571	104	kusznik	80	128
2572	192	lucznik	13	131
2573	144	robotnik	158	132
2574	152	lucznik	4	184
2575	13	piechur	137	27
2576	70	topornik	174	82
2577	94	topornik	114	174
2578	128	pikinier	34	156
2579	36	kusznik	19	144
2580	141	lekki jezdziec	148	133
2581	172	kaplan	137	175
2582	128	pikinier	177	67
2583	175	piechur	143	191
2584	32	topornik	34	40
2585	88	mag powietrza	48	197
2586	164	robotnik	95	145
2587	73	balista	9	48
2588	99	robotnik	163	59
2589	140	drwal	90	153
2590	177	piechur	157	122
2591	52	robotnik	25	199
2592	15	kusznik	116	131
2593	166	drwal	76	70
2594	46	katapulta	78	19
2595	141	piechur	45	159
2596	41	topornik	142	77
2597	187	robotnik	99	112
2598	130	wysoki elf-gwardzista	155	30
2599	101	kawalerzysta	166	8
2600	120	robotnik	150	116
2601	15	topornik	154	87
2602	70	artylerzysta	168	89
2603	94	lekki jezdziec	174	143
2604	149	pikinier	153	152
2605	152	pikinier	138	143
2606	124	lekki jezdziec	117	130
2607	1	artylerzysta	98	99
2608	182	goniec	48	89
2609	180	robotnik	29	64
2610	138	kusznik	20	97
2611	27	robotnik	190	96
2612	145	pikinier	185	125
2613	128	architekt	17	12
2614	90	piechur	164	81
2615	189	topornik	116	174
2616	16	artylerzysta	163	44
2617	49	balista	144	188
2618	18	piechur	2	94
2619	34	elfi czarodziej	114	131
2620	23	mag ziemi	88	176
2621	48	piechur	88	29
2622	129	lekki jezdziec	162	189
2623	200	drwal	29	53
2624	169	ciemny elf	40	64
2625	126	balista	170	172
2626	89	mag ognia	189	33
2627	63	kusznik	105	153
2628	86	kaplan	42	27
2629	48	topornik	57	84
2630	196	artylerzysta	132	150
2631	174	kusznik	161	115
2632	83	konny lucznik	15	175
2633	142	kusznik	23	58
2634	122	piechur	0	75
2635	1	balista	46	199
2636	18	katapulta	26	91
2637	182	robotnik	33	82
2638	151	pikinier	41	188
2639	126	robotnik	168	85
2640	80	lucznik	7	199
2641	79	topornik	195	192
2642	62	balista	79	23
2643	148	goniec	182	31
2644	145	lesny elf	57	54
2645	59	katapulta	78	53
2646	21	lekki jezdziec	71	162
2647	154	lucznik	130	145
2648	145	robotnik	85	145
2649	108	kusznik	72	138
2650	48	drwal	161	105
2651	110	drwal	11	93
2652	133	kusznik	37	40
2653	91	konny lucznik	72	83
2654	2	pikinier	187	80
2655	144	artylerzysta	51	51
2656	142	kawalerzysta	19	39
2657	79	topornik	3	151
2658	38	kaplan	135	140
2659	148	kusznik	79	148
2660	18	architekt	185	190
2661	139	kaplan	157	130
2662	148	ciemny elf	13	86
2663	182	artylerzysta	180	23
2664	148	paladyn	118	194
2665	139	pikinier	105	103
2666	152	robotnik	173	186
2667	20	pikinier	61	2
2668	197	lekki jezdziec	6	65
2669	151	lesny elf	102	118
2670	112	mag ziemi	176	69
2671	16	robotnik	95	3
2672	21	topornik	125	61
2673	44	zwiadowca	20	127
2674	179	balista	111	41
2675	150	pikinier	121	128
2676	186	topornik	87	14
2677	100	paladyn	94	189
2678	118	kawalerzysta	21	141
2679	178	lucznik	140	42
2680	6	kawalerzysta	111	186
2681	45	topornik	106	102
2682	38	drwal	178	172
2683	105	kusznik	151	151
2684	12	robotnik	151	98
2685	176	robotnik	183	191
2686	93	piechur	87	100
2687	162	kusznik	138	47
2688	137	lucznik	37	109
2689	81	piechur	187	176
2690	27	kawalerzysta	33	177
2691	74	wysoki elf-gwardzista	135	134
2692	27	lekki jezdziec	165	145
2693	90	balista	40	150
2694	169	robotnik	137	88
2695	33	topornik	113	32
2696	144	artylerzysta	145	85
2697	111	drwal	147	129
2698	135	piechur	107	58
2699	185	mag ognia	30	71
2700	102	kusznik	127	160
2701	41	drwal	116	152
2702	132	szpieg	12	34
2703	146	robotnik	56	93
2704	174	kusznik	38	141
2705	61	topornik	23	45
2706	189	pikinier	180	29
2707	196	goniec	49	73
2708	58	zwiadowca	74	30
2709	10	robotnik	135	76
2710	27	wysoki elf-gwardzista	63	177
2711	40	piechur	173	160
2712	170	pikinier	196	79
2713	22	piechur	161	127
2714	117	architekt	41	122
2715	57	pikinier	113	122
2716	192	robotnik	11	138
2717	139	drwal	113	76
2718	46	lekki jezdziec	40	16
2719	152	drwal	81	99
2720	161	piechur	83	116
2721	117	robotnik	170	62
2722	191	robotnik	100	184
2723	31	lucznik	123	102
2724	191	kawalerzysta	3	97
2725	58	lesny elf	183	21
2726	148	pikinier	58	22
2727	117	kusznik	199	125
2728	131	drwal	86	152
2729	110	pikinier	174	126
2730	102	drwal	38	62
2731	56	drwal	1	175
2732	46	kusznik	138	122
2733	107	mag powietrza	181	11
2734	2	kawalerzysta	28	74
2735	49	pikinier	16	3
2736	64	kusznik	40	81
2737	138	piechur	196	182
2738	160	kusznik	153	36
2739	34	kaplan	79	84
2740	84	balista	38	12
2741	99	topornik	23	140
2742	62	robotnik	12	86
2743	104	paladyn	65	69
2744	90	robotnik	190	193
2745	112	kusznik	130	168
2746	26	kusznik	84	118
2747	136	pikinier	13	68
2748	119	lucznik	155	126
2749	70	katapulta	74	120
2750	60	topornik	63	176
2751	10	kusznik	28	168
2752	122	balista	144	126
2753	17	kusznik	57	193
2754	180	lekki jezdziec	103	94
2755	33	piechur	90	98
2756	156	lucznik	59	26
2757	33	piechur	11	79
2758	26	paladyn	196	106
2759	106	kusznik	152	155
2760	12	katapulta	173	24
2761	190	architekt	169	18
2762	109	architekt	65	199
2763	22	mag ognia	141	167
2764	56	drwal	6	186
2765	130	kawalerzysta	16	103
2766	19	pikinier	163	14
2767	2	robotnik	188	113
2768	8	drwal	168	140
2769	137	robotnik	29	29
2770	86	lekki jezdziec	7	177
2771	99	topornik	23	54
2772	65	lekki jezdziec	137	106
2773	123	robotnik	95	188
2774	65	mag powietrza	188	64
2775	73	kawalerzysta	36	50
2776	53	robotnik	197	41
2777	24	kusznik	122	160
2778	79	robotnik	129	53
2779	5	mag ziemi	6	126
2780	7	pikinier	86	81
2781	86	artylerzysta	89	82
2782	190	katapulta	7	95
2783	164	balista	93	19
2784	53	architekt	35	70
2785	156	kawalerzysta	126	196
2786	57	paladyn	70	42
2787	21	katapulta	140	152
2788	18	artylerzysta	103	112
2789	88	elfi czarodziej	31	157
2790	24	kawalerzysta	131	93
2791	5	mag powietrza	50	146
2792	121	ciemny elf	135	80
2793	32	kawalerzysta	101	39
2794	16	pikinier	13	6
2795	34	piechur	7	31
2796	108	robotnik	59	76
2797	144	lucznik	22	103
2798	175	pikinier	13	12
2799	16	artylerzysta	198	110
2800	150	mag wody	99	92
2801	6	topornik	83	139
2802	190	konny lucznik	97	186
2803	134	piechur	1	163
2804	151	paladyn	31	98
2805	56	piechur	133	118
2806	151	balista	143	33
2807	70	robotnik	157	172
2808	31	balista	6	42
2809	177	architekt	38	68
2810	170	topornik	158	20
2811	90	kusznik	23	124
2812	23	paladyn	52	34
2813	59	artylerzysta	68	68
2814	97	katapulta	4	54
2815	152	mag ognia	76	39
2816	167	architekt	16	24
2817	17	lekki jezdziec	187	113
2818	50	kaplan	78	189
2819	163	robotnik	104	163
2820	110	piechur	167	25
2821	179	lekki jezdziec	13	169
2822	154	architekt	44	17
2823	96	lekki jezdziec	124	49
2824	7	kusznik	133	10
2825	127	drwal	67	21
2826	9	piechur	28	99
2827	2	robotnik	44	117
2828	194	kaplan	18	118
2829	186	kusznik	69	139
2830	173	architekt	91	193
2831	135	kawalerzysta	17	160
2832	40	kusznik	53	187
2833	143	lucznik	2	15
2834	140	artylerzysta	52	6
2835	127	lucznik	156	68
2836	169	drwal	66	66
2837	30	robotnik	159	172
2838	16	kusznik	76	191
2839	177	robotnik	115	25
2840	143	topornik	141	176
2841	89	topornik	49	54
2842	41	robotnik	130	195
2843	192	mag wody	113	99
2844	10	lesny elf	110	15
2845	141	architekt	137	34
2846	66	robotnik	164	51
2847	40	kusznik	10	42
2848	58	kusznik	53	103
2849	148	mag powietrza	114	39
2850	181	mag wody	87	44
2851	179	paladyn	108	6
2852	103	balista	175	77
2853	56	piechur	65	184
2854	29	robotnik	64	170
2855	64	pikinier	29	194
2856	177	balista	143	58
2857	17	piechur	0	133
2858	121	ciemny elf	31	127
2859	180	pikinier	94	150
2860	38	lesny elf	199	186
2861	193	robotnik	176	196
2862	108	lucznik	42	191
2863	114	architekt	28	40
2864	134	lucznik	153	96
2865	16	piechur	26	70
2866	82	lucznik	23	132
2867	130	architekt	9	168
2868	53	piechur	120	113
2869	98	lekki jezdziec	160	174
2870	90	katapulta	5	119
2871	188	artylerzysta	102	10
2872	114	architekt	187	125
2873	120	kusznik	28	165
2874	152	kusznik	173	9
2875	18	topornik	92	76
2876	101	robotnik	180	82
2877	13	pikinier	137	71
2878	50	topornik	107	33
2879	175	zwiadowca	54	117
2880	55	robotnik	118	50
2881	103	pikinier	1	12
2882	32	lekki jezdziec	38	76
2883	194	piechur	69	17
2884	105	paladyn	40	157
2885	196	drwal	144	47
2886	89	topornik	146	111
2887	50	lekki jezdziec	152	166
2888	11	troll	48	192
2889	79	robotnik	66	59
2890	167	lucznik	123	190
2891	129	robotnik	135	88
2892	96	mag wody	138	123
2893	105	artylerzysta	32	82
2894	10	katapulta	137	75
2895	64	kusznik	176	67
2896	42	katapulta	159	8
2897	160	lucznik	100	68
2898	64	lesny elf	170	106
2899	154	piechur	132	185
2900	125	balista	5	173
2901	50	lucznik	34	92
2902	118	robotnik	11	153
2903	130	balista	157	176
2904	100	pikinier	115	117
2905	116	konny lucznik	145	56
2906	123	balista	196	121
2907	70	kawalerzysta	43	75
2908	72	topornik	93	125
2909	183	wysoki elf-gwardzista	125	64
2910	129	paladyn	23	45
2911	112	wysoki elf-gwardzista	28	153
2912	26	drwal	160	121
2913	165	kusznik	118	171
2914	36	piechur	10	22
2915	102	zwiadowca	21	7
2916	69	kusznik	96	162
2917	197	wysoki elf-gwardzista	58	100
2918	99	robotnik	183	66
2919	74	mag ziemi	180	92
2920	200	katapulta	72	29
2921	184	lekki jezdziec	141	5
2922	46	kusznik	65	20
2923	158	balista	10	188
2924	79	kawalerzysta	59	31
2925	28	robotnik	161	20
2926	23	lekki jezdziec	145	54
2927	146	mag ognia	184	3
2928	63	robotnik	155	62
2929	161	lucznik	186	11
2930	13	artylerzysta	143	18
2931	161	pikinier	9	198
2932	151	robotnik	17	176
2933	103	mag ziemi	67	166
2934	140	mag wody	32	177
2935	11	kusznik	148	191
2936	10	lekki jezdziec	107	13
2937	197	topornik	125	106
2938	142	artylerzysta	10	173
2939	102	mag powietrza	181	61
2940	174	topornik	127	136
2941	172	wysoki elf-gwardzista	177	112
2942	176	robotnik	70	29
2943	200	balista	39	76
2944	63	paladyn	53	23
2945	79	ifryt	80	30
2946	25	mag ognia	146	159
2947	162	katapulta	25	2
2948	12	mag ziemi	72	42
2949	174	robotnik	70	70
2950	143	topornik	24	193
2951	91	drwal	25	186
2952	153	robotnik	160	95
2953	177	piechur	173	2
2954	147	robotnik	4	131
2955	53	ciemny elf	23	182
2956	96	drwal	191	114
2957	152	konny lucznik	142	115
2958	124	mag powietrza	129	114
2959	85	zwiadowca	90	13
2960	161	balista	114	25
2961	162	elfi czarodziej	10	55
2962	188	piechur	17	134
2963	108	pikinier	86	117
2964	135	katapulta	43	171
2965	132	architekt	51	169
2966	128	robotnik	186	174
2967	84	piechur	107	94
2968	14	lekki jezdziec	148	159
2969	160	kawalerzysta	28	125
2970	114	mag ognia	69	127
2971	154	balista	181	28
2972	70	mag ziemi	107	82
2973	116	balista	13	189
2974	164	artylerzysta	10	50
2975	2	mag wody	63	18
2976	198	mag ognia	29	116
2977	18	artylerzysta	116	165
2978	162	pikinier	177	30
2979	6	topornik	55	12
2980	199	lekki jezdziec	47	190
2981	80	kusznik	28	139
2982	179	pikinier	194	28
2983	166	kusznik	24	185
2984	51	goniec	180	4
2985	100	piechur	31	131
2986	163	pikinier	107	120
2987	9	drwal	170	22
2988	113	kusznik	154	186
2989	170	mag ognia	167	133
2990	35	lucznik	25	102
2991	104	pikinier	161	42
2992	108	pikinier	57	81
2993	61	troll	137	99
2994	29	kawalerzysta	150	198
2995	84	robotnik	170	5
2996	8	mag ziemi	117	68
2997	76	balista	32	144
2998	85	piechur	138	171
2999	88	kusznik	58	12
3000	141	kusznik	40	20
3001	137	balista	182	4
3002	30	mag wody	197	90
3003	156	pikinier	191	96
3004	115	lucznik	48	161
3005	101	lucznik	155	46
3006	141	kusznik	154	181
3007	158	lesny elf	97	193
3008	21	kawalerzysta	13	152
3009	4	lekki jezdziec	174	156
3010	104	artylerzysta	103	185
3011	55	pikinier	59	130
3012	45	mag ziemi	29	152
3013	13	kawalerzysta	89	150
3014	62	robotnik	46	68
3015	51	lekki jezdziec	68	99
3016	122	mag ognia	157	21
3017	3	pikinier	179	66
3018	148	drwal	112	10
3019	54	topornik	196	46
3020	62	lekki jezdziec	17	23
3021	167	lucznik	21	89
3022	116	piechur	116	5
3023	87	kusznik	45	184
3024	17	artylerzysta	17	132
3025	95	kaplan	4	41
3026	177	kusznik	67	40
3027	72	katapulta	69	36
3028	193	pikinier	64	34
3029	50	topornik	181	182
3030	23	balista	84	82
3031	19	balista	73	30
3032	36	robotnik	10	41
3033	15	pikinier	163	156
3034	101	drwal	39	129
3035	192	zwiadowca	78	90
3036	185	robotnik	20	29
3037	2	lucznik	136	95
3038	158	piechur	172	183
3039	25	zwiadowca	118	137
3040	13	szpieg	89	198
3041	42	topornik	15	96
3042	57	piechur	92	153
3043	54	szpieg	128	29
3044	64	konny lucznik	140	188
3045	13	drwal	11	57
3046	62	lekki jezdziec	66	112
3047	50	kawalerzysta	169	143
3048	179	drwal	179	38
3049	91	katapulta	124	22
3050	37	pikinier	154	45
3051	185	kawalerzysta	13	153
3052	175	topornik	63	141
3053	181	artylerzysta	165	33
3054	24	ciemny elf	73	93
3055	42	lucznik	145	62
3056	106	pikinier	141	48
3057	188	architekt	113	195
3058	6	robotnik	19	107
3059	46	piechur	50	62
3060	119	topornik	114	188
3061	12	lekki jezdziec	162	41
3062	191	zwiadowca	150	36
3063	198	katapulta	35	74
3064	118	topornik	106	24
3065	1	katapulta	13	197
3066	158	mag wody	192	88
3067	185	kusznik	49	132
3068	168	drwal	77	27
3069	30	kawalerzysta	2	182
3070	33	lekki jezdziec	11	119
3071	54	lekki jezdziec	66	143
3072	67	balista	18	141
3073	126	pikinier	76	198
3074	174	paladyn	74	77
3075	114	lucznik	43	195
3076	161	robotnik	56	10
3077	106	topornik	53	54
3078	193	piechur	196	91
3079	117	balista	177	99
3080	85	pikinier	100	50
3081	46	mag ognia	152	41
3082	13	elfi czarodziej	73	171
3083	54	mag ognia	72	70
3084	193	drwal	52	170
3085	17	pikinier	196	150
3086	16	drwal	135	198
3087	11	kusznik	28	85
3088	194	pikinier	56	4
3089	73	architekt	48	22
3090	100	robotnik	53	16
3091	43	drwal	154	88
3092	43	drwal	63	55
3093	140	topornik	96	45
3094	22	mag ziemi	188	88
3095	58	piechur	54	101
3096	87	lekki jezdziec	93	92
3097	61	kusznik	47	116
3098	166	lucznik	7	166
3099	192	lucznik	88	39
3100	60	robotnik	82	157
3101	2	lesny elf	13	96
3102	84	wysoki elf-gwardzista	48	187
3103	79	szpieg	182	23
3104	84	mag ziemi	135	92
3105	151	lekki jezdziec	7	18
3106	134	lucznik	135	39
3107	14	piechur	60	166
3108	161	goniec	49	33
3109	198	katapulta	181	6
3110	94	artylerzysta	177	137
3111	11	pikinier	102	180
3112	198	robotnik	95	42
3113	88	drwal	136	113
3114	146	drwal	72	125
3115	186	artylerzysta	130	97
3116	97	goniec	181	12
3117	162	pikinier	100	96
3118	79	balista	48	77
3119	34	zwiadowca	65	180
3120	156	robotnik	175	158
3121	9	topornik	189	30
3122	188	ciemny elf	123	84
3123	97	katapulta	43	80
3124	95	lucznik	148	171
3125	60	piechur	191	65
3126	48	katapulta	7	190
3127	161	robotnik	107	122
3128	38	robotnik	57	22
3129	146	piechur	145	125
3130	126	mag ziemi	194	57
3131	116	drwal	146	97
3132	58	robotnik	51	14
3133	104	kawalerzysta	83	136
3134	33	kusznik	40	177
3135	96	kawalerzysta	104	152
3136	72	robotnik	144	181
3137	19	piechur	125	171
3138	119	piechur	22	143
3139	148	lucznik	50	57
3140	193	katapulta	45	31
3141	90	piechur	179	118
3142	34	artylerzysta	158	159
3143	33	zwiadowca	175	128
3144	173	lekki jezdziec	152	107
3145	103	artylerzysta	86	186
3146	101	robotnik	8	28
3147	154	piechur	80	134
3148	53	drwal	49	22
3149	200	lekki jezdziec	150	8
3150	182	pikinier	51	7
3151	131	pikinier	183	33
3152	160	lucznik	30	60
3153	170	kusznik	43	96
3154	51	artylerzysta	132	21
3155	111	elfi czarodziej	92	66
3156	11	topornik	76	69
3157	195	pikinier	183	44
3158	65	robotnik	72	187
3159	166	piechur	75	195
3160	17	artylerzysta	190	129
3161	115	lekki jezdziec	151	158
3162	19	kusznik	122	152
3163	70	mag powietrza	41	137
3164	7	balista	104	157
3165	184	katapulta	128	197
3166	181	kusznik	178	46
3167	128	piechur	146	100
3168	152	robotnik	83	2
3169	2	drwal	195	16
3170	190	balista	176	80
3171	44	topornik	45	176
3172	190	kawalerzysta	29	30
3173	170	pikinier	170	173
3174	132	topornik	92	81
3175	170	topornik	125	86
3176	194	robotnik	171	64
3177	63	robotnik	110	122
3178	105	topornik	69	72
3179	157	konny lucznik	143	23
3180	70	architekt	194	123
3181	180	wysoki elf-gwardzista	75	3
3182	160	lucznik	177	26
3183	72	ciemny elf	93	15
3184	164	lekki jezdziec	41	194
3185	118	mag ognia	80	184
3186	159	architekt	4	186
3187	9	topornik	184	119
3188	133	kawalerzysta	31	85
3189	122	lucznik	87	120
3190	47	architekt	151	123
3191	84	kusznik	198	72
3192	133	robotnik	189	163
3193	153	lucznik	92	33
3194	164	kawalerzysta	165	46
3195	61	balista	194	141
3196	120	goniec	146	81
3197	15	pikinier	60	78
3198	87	artylerzysta	69	45
3199	91	lucznik	97	36
3200	74	artylerzysta	163	114
3201	128	elfi czarodziej	140	73
3202	30	lekki jezdziec	177	34
3203	10	lucznik	94	69
3204	92	robotnik	128	133
3205	105	piechur	141	48
3206	176	robotnik	75	32
3207	106	mag ognia	76	184
3208	109	topornik	30	106
3209	34	topornik	78	17
3210	32	kaplan	134	81
3211	191	pikinier	64	40
3212	194	artylerzysta	180	65
3213	17	robotnik	139	57
3214	9	katapulta	7	44
3215	165	robotnik	102	198
3216	172	lesny elf	166	189
3217	147	goniec	127	62
3218	119	topornik	18	143
3219	43	balista	109	106
3220	51	robotnik	148	169
3221	18	mag ognia	64	195
3222	194	lekki jezdziec	98	96
3223	170	drwal	147	145
3224	50	pikinier	176	103
3225	161	kaplan	133	30
3226	28	pikinier	150	132
3227	151	architekt	124	102
3228	49	lucznik	59	61
3229	185	zwiadowca	165	117
3230	61	pikinier	190	121
3231	74	lucznik	32	199
3232	17	robotnik	107	36
3233	86	architekt	123	6
3234	146	katapulta	195	109
3235	183	paladyn	115	193
3236	33	kaplan	43	156
3237	198	lucznik	55	84
3238	20	robotnik	70	100
3239	141	robotnik	25	105
3240	152	troll	1	5
3241	83	topornik	105	11
3242	159	troll	56	125
3243	153	piechur	46	141
3244	194	robotnik	140	58
3245	86	zwiadowca	43	182
3246	61	kawalerzysta	119	131
3247	61	topornik	186	55
3248	118	robotnik	69	79
3249	148	kaplan	52	158
3250	172	kawalerzysta	50	58
3251	129	artylerzysta	82	60
3252	25	robotnik	25	115
3253	64	piechur	73	195
3254	10	kaplan	197	97
3255	122	piechur	70	116
3256	94	lekki jezdziec	61	50
3257	200	kusznik	133	199
3258	109	konny lucznik	41	133
3259	168	topornik	31	98
3260	77	kusznik	148	88
3261	8	architekt	110	7
3262	191	kaplan	67	36
3263	85	drwal	158	130
3264	196	katapulta	93	66
3265	117	katapulta	155	17
3266	78	lucznik	71	7
3267	149	mag ziemi	195	154
3268	143	lucznik	37	121
3269	100	kusznik	193	145
3270	65	lekki jezdziec	164	191
3271	94	kusznik	157	180
3272	71	drwal	58	34
3273	105	artylerzysta	68	25
3274	74	robotnik	174	192
3275	199	piechur	0	43
3276	124	katapulta	151	48
3277	141	piechur	192	106
3278	32	wysoki elf-gwardzista	198	140
3279	34	pikinier	62	57
3280	172	wysoki elf-gwardzista	40	118
3281	29	topornik	178	91
3282	154	balista	170	96
3283	122	balista	148	57
3284	11	balista	146	69
3285	174	kaplan	193	158
3286	51	robotnik	56	186
3287	89	goniec	144	78
3288	67	kusznik	86	190
3289	128	robotnik	176	177
3290	187	robotnik	47	182
3291	109	artylerzysta	15	107
3292	40	troll	46	124
3293	192	katapulta	182	181
3294	28	pikinier	124	151
3295	98	kusznik	130	73
3296	41	zwiadowca	131	31
3297	104	troll	129	185
3298	7	kawalerzysta	0	108
3299	104	pikinier	174	133
3300	107	artylerzysta	1	183
3301	34	mag ognia	198	141
3302	196	drwal	82	142
3303	127	robotnik	160	177
3304	78	konny lucznik	185	33
3305	62	drwal	117	128
3306	188	robotnik	135	111
3307	142	mag wody	79	142
3308	138	pikinier	155	14
3309	14	mag ziemi	4	66
3310	72	topornik	13	98
3311	144	drwal	5	18
3312	77	lekki jezdziec	139	158
3313	34	artylerzysta	105	82
3314	83	ciemny elf	61	153
3315	131	piechur	122	27
3316	112	piechur	198	91
3317	190	artylerzysta	82	158
3318	2	wysoki elf-gwardzista	132	120
3319	14	mag wody	53	32
3320	162	pikinier	197	180
3321	94	piechur	16	198
3322	138	lucznik	195	67
3323	168	robotnik	48	12
3324	148	lekki jezdziec	182	53
3325	145	topornik	19	143
3326	20	balista	188	121
3327	23	pikinier	30	109
3328	162	robotnik	147	181
3329	1	drwal	4	55
3330	1	piechur	27	60
3331	101	robotnik	19	0
3332	150	drwal	131	12
3333	75	robotnik	10	88
3334	39	piechur	159	158
3335	41	balista	196	169
3336	133	lucznik	160	66
3337	78	drwal	85	31
3338	22	kaplan	110	4
3339	33	topornik	93	122
3340	22	mag ognia	168	57
3341	16	robotnik	196	30
3342	105	kusznik	74	112
3343	100	piechur	141	44
3344	114	balista	150	63
3345	83	ifryt	87	176
3346	5	pikinier	88	13
3347	34	robotnik	79	1
3348	2	lucznik	103	142
3349	188	robotnik	52	177
3350	14	robotnik	102	16
3351	56	lucznik	76	158
3352	190	piechur	89	148
3353	196	drwal	162	136
3354	158	piechur	64	63
3355	4	zwiadowca	168	174
3356	126	kusznik	47	17
3357	135	ciemny elf	181	180
3358	33	artylerzysta	100	51
3359	99	drwal	50	21
3360	11	architekt	54	33
3361	42	mag wody	97	13
3362	120	mag ziemi	91	72
3363	143	mag ognia	122	141
3364	176	piechur	56	165
3365	128	balista	79	91
3366	19	pikinier	177	160
3367	159	kawalerzysta	84	117
3368	123	pikinier	66	110
3369	29	balista	105	119
3370	165	topornik	128	58
3371	147	kawalerzysta	140	181
3372	72	pikinier	68	104
3373	196	topornik	170	149
3374	26	katapulta	154	90
3375	19	artylerzysta	97	188
3376	107	balista	179	169
3377	10	topornik	7	56
3378	200	katapulta	121	197
3379	172	artylerzysta	40	115
3380	102	piechur	30	39
3381	181	lekki jezdziec	125	187
3382	127	troll	69	186
3383	155	pikinier	37	170
3384	42	topornik	41	83
3385	88	katapulta	104	182
3386	186	katapulta	142	182
3387	96	robotnik	59	188
3388	140	lucznik	184	49
3389	157	kawalerzysta	38	57
3390	37	robotnik	40	94
3391	2	lekki jezdziec	86	67
3392	36	robotnik	162	11
3393	9	artylerzysta	105	144
3394	159	piechur	189	0
3395	88	kusznik	177	129
3396	147	kusznik	72	147
3397	197	goniec	140	130
3398	189	kawalerzysta	26	188
3399	56	piechur	46	111
3400	57	lekki jezdziec	55	78
3401	49	topornik	0	58
3402	143	wysoki elf-gwardzista	137	100
3403	169	robotnik	137	164
3404	174	artylerzysta	35	61
3405	128	artylerzysta	39	69
3406	77	lucznik	143	69
3407	21	lucznik	180	198
3408	10	drwal	36	189
3409	113	topornik	185	127
3410	145	kawalerzysta	23	143
3411	91	topornik	92	182
3412	76	pikinier	116	75
3413	18	robotnik	112	114
3414	163	robotnik	146	115
3415	196	kawalerzysta	34	8
3416	144	lekki jezdziec	19	156
3417	129	piechur	188	127
3418	33	piechur	65	28
3419	165	piechur	71	31
3420	99	lucznik	4	0
3421	135	artylerzysta	53	196
3422	183	robotnik	142	175
3423	28	konny lucznik	151	57
3424	112	katapulta	87	3
3425	93	robotnik	64	158
3426	174	lekki jezdziec	13	124
3427	152	robotnik	192	104
3428	30	balista	37	196
3429	55	robotnik	182	17
3430	176	mag ziemi	150	136
3431	46	robotnik	4	190
3432	6	zwiadowca	190	85
3433	82	lekki jezdziec	187	40
3434	169	mag wody	27	6
3435	165	pikinier	186	66
