Data_meczu	Rodzaj_meczu	Gdzie	Id_druzyny	Nr_licencji	Bramki_zdobyte	Bramki_stracone
2002-06-03	P	W	63	DH9404	4	2
2002-06-23	L	D	73	DH9404	6	1
2002-09-30	L	D	89	DH9404	2	4
2003-05-30	L	W	70	DH9404	3	3
2004-03-01	L	D	58	DH9404	3	2
2004-05-10	L	D	56	DH9404	4	0
2007-08-04	L	D	47	DH9404	5	1
2007-09-18	L	W	75	DH9404	1	5
2008-11-02	L	D	93	DH9404	4	5
2010-12-18	L	W	64	DH9404	1	1
2011-11-11	L	W	21	DH9404	5	0
2011-11-14	L	D	46	DH9404	1	1
2002-11-22	L	W	18	DH9504	6	5
2003-06-22	L	W	99	DH9504	1	2
2003-07-05	L	W	22	DH9504	6	5
2004-11-18	L	D	80	DH9504	2	0
2005-04-18	L	D	54	DH9504	0	1
2006-06-18	L	D	2	DH9504	3	5
2006-09-08	P	W	39	DH9504	5	0
2007-07-16	L	W	22	DH9504	0	5
2007-09-27	L	D	56	DH9504	1	3
2008-05-29	L	D	57	DH9504	1	4
2008-07-15	L	D	23	DH9504	3	4
2009-09-04	L	W	21	DH9504	5	2
2010-03-25	L	D	64	DH9504	4	2
2010-04-19	P	W	37	DH9504	5	3
2010-10-24	L	D	73	DH9504	5	4
2011-03-13	L	W	47	DH9504	5	3
2011-06-02	L	D	96	DH9504	0	3
2003-01-31	L	W	2	DK2276	5	1
2003-02-15	P	W	94	DK2276	4	3
2004-01-26	P	W	81	DK2276	4	0
2004-08-17	L	W	19	DK2276	2	3
2004-12-18	L	W	92	DK2276	2	0
2005-04-20	L	D	83	DK2276	3	5
2006-01-19	L	W	58	DK2276	2	5
2006-05-07	L	D	40	DK2276	0	2
2006-10-14	L	D	62	DK2276	4	5
2007-08-24	L	D	37	DK2276	6	4
2008-04-06	L	D	10	DK2276	1	0
2008-12-01	L	D	95	DK2276	3	5
2009-01-04	P	W	37	DK2276	3	4
2010-04-10	L	W	75	DK2276	4	1
2011-01-15	P	D	20	DK2276	5	1
2011-05-24	L	W	14	DK2276	0	5
2011-08-04	L	W	22	DK2276	5	2
2002-01-01	L	W	5	DM2649	3	0
2002-10-12	L	W	45	DM2649	2	3
2003-04-22	L	W	35	DM2649	0	3
2003-05-20	L	W	83	DM2649	1	4
2004-05-04	P	W	71	DM2649	2	0
2005-08-05	L	D	59	DM2649	0	5
2005-12-16	L	D	96	DM2649	0	4
2006-03-31	T	W	47	DM2649	3	4
2006-06-05	L	W	33	DM2649	6	4
2007-11-03	P	D	95	DM2649	1	5
2008-07-24	L	W	22	DM2649	2	0
2009-02-14	L	D	43	DM2649	0	5
2010-10-16	L	W	12	DM2649	4	5
2010-12-19	L	D	12	DM2649	4	0
2011-07-30	P	W	74	DM2649	0	0
2002-01-28	P	W	60	EA2760	4	2
2002-11-06	L	W	30	EA2760	0	0
2002-11-07	L	W	91	EA2760	6	2
2003-12-23	L	D	28	EA2760	5	4
2004-04-22	L	W	72	EA2760	1	4
2005-01-09	L	D	74	EA2760	6	2
2005-07-09	L	D	64	EA2760	5	4
2005-08-07	L	D	98	EA2760	3	5
2007-05-15	L	D	51	EA2760	3	5
2007-08-03	L	D	27	EA2760	3	2
2007-10-29	L	D	68	EA2760	0	5
2008-05-24	L	D	72	EA2760	2	5
2008-08-30	L	D	35	EA2760	0	1
2009-02-06	L	D	34	EA2760	4	1
2010-03-06	L	W	36	EA2760	3	5
2010-10-25	L	D	82	EA2760	4	5
2002-11-30	L	D	97	EA8040	0	5
2003-03-21	L	D	32	EA8040	2	4
2004-08-22	L	W	64	EA8040	5	5
2005-01-01	L	D	46	EA8040	4	4
2006-03-16	P	W	5	EA8040	5	1
2007-09-23	T	W	1	EA8040	4	5
2008-10-20	P	D	34	EA8040	5	0
2010-01-19	L	W	76	EA8040	6	4
2010-07-30	L	D	75	EA8040	4	3
2011-04-29	L	W	17	EA8040	3	1
2011-06-07	L	W	67	EA8040	3	3
2011-11-15	L	W	22	EA8040	2	5
2002-01-20	L	D	6	EC3836	2	0
2002-02-25	L	D	26	EC3836	0	0
2002-03-05	T	D	29	EC3836	5	2
2002-12-21	T	W	48	EC3836	1	5
2003-06-24	L	D	83	EC3836	6	3
2004-01-28	L	W	36	EC3836	5	2
2004-09-28	L	W	63	EC3836	5	5
2005-02-28	L	D	98	EC3836	4	4
2005-09-16	L	W	50	EC3836	1	5
2007-01-12	L	D	87	EC3836	5	1
2007-05-11	L	W	75	EC3836	6	1
2008-07-29	L	D	93	EC3836	2	0
2009-04-30	L	W	43	EC3836	2	4
2009-10-23	L	W	58	EC3836	3	4
2010-04-27	L	W	59	EC3836	1	1
2010-11-22	L	D	36	EC3836	5	4
2011-01-09	L	W	16	EC3836	2	4
2004-04-25	L	W	18	EC7230	6	0
2004-04-29	L	W	17	EC7230	6	3
2004-07-23	L	W	38	EC7230	0	0
2005-03-09	L	W	50	EC7230	4	4
2005-08-18	P	W	93	EC7230	6	0
2006-08-09	L	D	4	EC7230	5	5
2006-12-30	L	W	64	EC7230	3	5
2007-01-20	L	W	9	EC7230	0	1
2007-12-24	T	D	76	EC7230	2	0
2011-06-16	P	W	75	EC7230	2	5
2011-11-29	L	D	94	EC7230	4	2
2011-12-13	T	D	13	EC7230	1	0
2002-08-15	P	D	63	EC9655	3	2
2004-03-11	L	D	44	EC9655	1	2
2005-02-23	L	W	57	EC9655	0	5
2006-04-01	P	W	88	EC9655	1	5
2007-07-09	L	D	53	EC9655	2	0
2007-07-27	L	W	83	EC9655	5	0
2007-11-04	L	D	60	EC9655	5	4
2008-03-27	L	D	11	EC9655	0	4
2008-04-21	L	D	98	EC9655	1	4
2010-04-20	L	W	24	EC9655	2	4
2002-04-16	L	D	27	ED6908	3	1
2003-01-28	L	W	37	ED6908	6	5
2003-05-29	T	D	30	ED6908	0	0
2004-01-19	L	W	91	ED6908	3	4
2005-11-21	L	W	5	ED6908	0	1
2008-08-15	L	W	82	ED6908	1	4
2009-06-07	L	D	86	ED6908	3	1
2009-06-19	L	W	13	ED6908	1	1
2009-09-28	L	W	17	ED6908	2	0
2011-12-17	L	W	74	ED6908	0	5
2003-03-07	L	W	63	EF7826	4	3
2004-09-26	P	D	60	EF7826	6	4
2005-11-03	P	D	86	EF7826	3	0
2006-12-22	L	D	20	EF7826	2	5
2008-01-05	L	D	28	EF7826	5	3
2008-01-14	L	D	100	EF7826	2	3
2008-06-11	L	D	82	EF7826	1	4
2008-08-02	L	D	55	EF7826	1	1
2009-02-15	L	W	2	EF7826	0	4
2009-10-17	L	D	73	EF7826	3	5
2010-02-11	L	W	90	EF7826	3	2
2010-04-22	L	D	84	EF7826	2	5
2010-09-01	L	D	42	EF7826	6	2
2011-07-09	L	W	31	EF7826	6	1
2011-09-17	L	W	35	EF7826	1	1
2002-07-28	P	D	35	EH5353	2	3
2003-04-27	L	D	33	EH5353	1	0
2003-05-09	L	D	42	EH5353	3	5
2003-06-03	L	D	69	EH5353	0	2
2004-01-21	L	W	57	EH5353	0	2
2005-08-24	L	D	74	EH5353	3	5
2005-11-01	L	D	53	EH5353	2	3
2006-01-09	L	W	54	EH5353	1	4
2007-09-07	L	W	30	EH5353	5	4
2007-10-21	L	W	47	EH5353	1	5
2008-07-19	L	D	93	EH5353	2	5
2008-08-20	L	W	17	EH5353	1	3
2009-07-23	L	D	67	EH5353	5	0
2010-09-22	L	W	40	EH5353	1	3
2011-05-15	L	W	40	EH5353	2	5
2002-05-04	L	W	49	EI7865	3	3
2002-06-18	L	W	74	EI7865	3	5
2002-11-12	L	W	43	EI7865	1	4
2002-12-12	L	D	24	EI7865	1	1
2003-03-25	L	D	35	EI7865	0	2
2005-05-10	L	W	63	EI7865	3	0
2005-06-30	L	D	57	EI7865	1	4
2005-09-22	L	W	46	EI7865	6	4
2005-11-27	L	D	69	EI7865	2	0
2006-11-30	L	W	76	EI7865	2	4
2007-01-04	L	D	45	EI7865	2	4
2007-01-09	P	W	28	EI7865	4	5
2008-02-10	L	W	90	EI7865	4	4
2009-11-06	L	D	63	EI7865	5	4
2009-12-03	L	W	75	EI7865	2	1
2010-03-10	P	D	39	EI7865	4	3
2010-03-29	L	W	54	EI7865	4	1
2010-10-30	L	D	52	EI7865	5	0
2002-04-02	L	D	56	EK9834	1	4
2002-08-30	L	W	3	EK9834	1	1
2003-04-20	L	W	23	EK9834	1	5
2003-07-30	L	W	21	EK9834	3	3
2003-11-03	L	W	18	EK9834	3	2
2004-01-12	L	D	2	EK9834	2	2
2004-05-02	L	W	58	EK9834	0	5
2006-08-26	L	D	20	EK9834	5	0
2007-06-19	P	W	97	EK9834	4	2
2008-03-10	L	D	70	EK9834	4	4
2008-04-30	L	D	90	EK9834	6	3
2009-01-06	L	W	98	EK9834	6	5
2009-05-16	L	W	26	EK9834	3	0
2009-07-29	L	W	77	EK9834	4	1
2009-09-11	L	W	36	EK9834	0	3
2009-10-04	P	W	91	EK9834	0	0
2009-11-05	P	W	45	EK9834	4	2
2011-04-24	P	W	54	EK9834	0	0
2011-07-18	L	W	47	EK9834	3	2
2011-08-19	L	D	43	EK9834	0	4
2004-04-20	L	D	93	EL2665	0	2
2004-07-02	P	W	18	EL2665	1	2
2005-03-06	L	D	46	EL2665	5	2
2005-08-22	L	D	80	EL2665	4	4
2005-09-06	L	D	12	EL2665	5	5
2006-06-12	L	D	47	EL2665	2	1
2007-06-22	L	D	66	EL2665	0	2
2009-07-27	L	D	93	EL2665	5	4
2009-11-13	L	W	73	EL2665	1	5
2009-12-21	L	W	82	EL2665	3	0
2010-06-04	L	W	14	EL2665	0	0
2010-07-19	P	D	57	EL2665	2	0
2010-09-11	L	D	60	EL2665	4	0
2010-10-06	L	D	43	EL2665	3	4
2011-10-31	L	W	53	EL2665	3	1
2002-07-05	L	D	84	EO1314	0	5
2003-03-14	L	D	57	EO1314	5	4
2003-08-01	L	D	6	EO1314	3	1
2005-01-25	L	D	15	EO1314	6	3
2005-05-09	L	D	66	EO1314	6	1
2005-09-04	L	D	72	EO1314	4	4
2006-12-06	L	D	84	EO1314	6	0
2007-02-13	L	W	76	EO1314	6	0
2007-09-25	L	D	53	EO1314	2	2
2008-11-30	L	D	20	EO1314	6	5
2010-05-30	L	D	92	EO1314	2	2
2010-07-16	P	W	44	EO1314	0	5
2010-11-25	L	W	87	EO1314	0	2
2010-12-03	P	W	72	EO1314	5	0
2011-10-11	L	D	64	EO1314	4	2
2002-09-14	L	D	45	FD5161	5	5
2004-04-13	L	W	45	FD5161	2	5
2004-08-18	L	W	28	FD5161	1	2
2004-11-25	L	W	36	FD5161	4	3
2005-02-19	L	D	37	FD5161	6	3
2006-03-14	L	W	55	FD5161	0	0
2006-09-11	L	D	93	FD5161	3	2
2007-05-02	L	D	44	FD5161	1	5
2007-05-04	L	W	99	FD5161	5	1
2007-09-02	L	D	18	FD5161	0	4
2007-10-17	L	D	71	FD5161	4	1
2007-12-22	L	D	93	FD5161	5	4
2008-01-29	L	D	41	FD5161	3	4
2008-03-01	L	W	54	FD5161	1	4
2008-08-24	L	D	41	FD5161	4	4
2009-05-20	L	D	78	FD5161	2	1
2009-06-28	L	D	32	FD5161	5	3
2010-12-10	L	W	68	FD5161	2	4
2010-12-15	L	W	26	FD5161	5	0
2011-03-01	L	D	14	FD5161	2	2
2002-10-11	P	W	54	FJ4894	2	4
2003-03-01	L	D	11	FJ4894	4	2
2003-04-26	L	W	41	FJ4894	2	1
2003-06-26	L	D	84	FJ4894	6	2
2003-10-10	L	D	47	FJ4894	2	4
2004-03-22	L	W	55	FJ4894	3	5
2005-05-05	L	D	32	FJ4894	2	0
2007-09-26	L	D	51	FJ4894	2	4
2008-05-01	L	D	5	FJ4894	2	1
2009-05-30	L	D	14	FJ4894	3	3
2010-01-13	L	D	99	FJ4894	6	4
2010-02-13	P	D	70	FJ4894	6	5
2002-05-20	L	W	45	FJ7779	3	1
2004-11-27	L	D	27	FJ7779	2	1
2006-05-21	L	W	14	FJ7779	3	0
2008-11-06	L	D	36	FJ7779	6	0
2008-12-04	L	W	12	FJ7779	6	4
2008-12-30	L	W	96	FJ7779	1	4
2009-02-26	L	D	79	FJ7779	0	4
2009-04-02	L	D	25	FJ7779	6	3
2010-02-14	L	D	14	FJ7779	5	1
2010-05-14	L	W	89	FJ7779	6	3
2010-11-10	P	D	82	FJ7779	4	0
2002-08-27	L	W	39	FL7016	0	4
2003-01-13	L	W	72	FL7016	3	5
2003-03-30	L	D	12	FL7016	6	2
2003-04-10	L	D	77	FL7016	2	0
2004-03-20	T	D	60	FL7016	0	4
2005-08-31	L	W	33	FL7016	6	4
2005-11-30	L	D	43	FL7016	1	5
2006-07-22	L	D	96	FL7016	5	4
2006-09-25	L	W	41	FL7016	5	0
2007-04-03	L	D	34	FL7016	6	5
2007-07-24	L	D	41	FL7016	2	3
2009-01-30	L	D	83	FL7016	2	2
2009-06-09	P	W	100	FL7016	5	4
2009-12-14	L	D	21	FL7016	2	5
2010-09-08	L	D	45	FL7016	1	2
2003-02-10	L	W	9	FM5178	0	4
2003-12-25	L	W	3	FM5178	0	0
2004-02-28	L	D	19	FM5178	0	2
2004-10-04	L	W	27	FM5178	6	5
2005-07-20	L	D	28	FM5178	3	2
2005-09-28	L	D	8	FM5178	3	5
2006-07-18	L	W	40	FM5178	5	4
2007-03-30	L	D	6	FM5178	0	1
2007-10-14	L	W	56	FM5178	3	3
2009-03-09	P	D	16	FM5178	3	0
2009-08-19	L	D	35	FM5178	0	1
2010-04-17	L	W	44	FM5178	4	0
2011-05-10	L	D	62	FM5178	1	4
2002-07-07	L	D	16	FN7893	4	4
2002-11-28	L	D	94	FN7893	4	4
2003-05-07	L	W	68	FN7893	6	1
2004-01-10	L	W	100	FN7893	4	4
2005-11-10	L	W	17	FN7893	6	4
2006-08-07	P	W	14	FN7893	1	3
2006-09-24	L	D	98	FN7893	4	3
2007-03-21	L	W	9	FN7893	5	0
2007-06-16	L	D	46	FN7893	0	2
2007-09-12	L	W	31	FN7893	3	1
2008-04-17	L	D	53	FN7893	4	3
2008-05-15	L	W	4	FN7893	2	4
2008-08-04	L	W	74	FN7893	2	3
2008-11-23	L	W	63	FN7893	4	3
2010-06-29	L	D	41	FN7893	5	0
2011-04-08	L	D	77	FN7893	0	1
2002-04-12	L	D	18	FO5588	4	3
2002-04-13	L	D	68	FO5588	6	3
2002-12-20	L	D	33	FO5588	0	5
2003-01-04	L	D	17	FO5588	0	4
2003-03-02	L	W	64	FO5588	6	2
2003-06-04	L	D	89	FO5588	1	4
2003-07-12	P	D	25	FO5588	1	0
2004-03-25	L	D	13	FO5588	3	3
2004-06-03	L	W	63	FO5588	3	3
2005-05-29	L	W	91	FO5588	1	4
2006-01-28	L	W	92	FO5588	3	2
2006-07-30	L	D	64	FO5588	4	5
2006-12-07	L	W	26	FO5588	3	5
2007-11-15	L	W	85	FO5588	1	0
2008-07-31	L	W	47	FO5588	6	3
2008-10-06	P	W	27	FO5588	6	3
2009-06-22	L	W	94	FO5588	2	0
2009-08-01	L	D	52	FO5588	3	3
2010-04-11	P	D	46	FO5588	1	5
2002-05-06	L	W	63	FO8717	0	4
2002-09-08	L	D	76	FO8717	3	0
2003-02-13	L	W	81	FO8717	2	3
2003-04-29	P	W	30	FO8717	2	4
2003-12-08	L	W	12	FO8717	0	3
2004-02-03	L	D	27	FO8717	0	4
2004-11-12	L	W	34	FO8717	4	3
2005-02-18	L	W	86	FO8717	0	2
2005-06-20	L	D	96	FO8717	2	5
2005-09-27	P	W	45	FO8717	3	5
2005-11-18	L	W	98	FO8717	0	3
2006-02-23	L	W	92	FO8717	2	1
2006-11-10	L	D	73	FO8717	4	0
2007-09-03	L	W	97	FO8717	4	0
2007-11-09	L	W	8	FO8717	3	2
2008-02-14	L	D	71	FO8717	5	5
2008-04-24	P	D	78	FO8717	3	2
2009-04-20	L	D	81	FO8717	1	5
2010-04-03	L	W	13	FO8717	0	1
2010-04-21	L	D	34	FO8717	3	1
2010-11-26	L	D	64	FO8717	4	3
2011-05-01	L	D	45	FO8717	5	4
2002-01-12	L	W	4	GB3665	5	1
2003-05-22	L	W	3	GB3665	5	3
2003-06-01	P	D	84	GB3665	1	1
2004-08-27	P	D	33	GB3665	6	3
2004-11-13	L	W	88	GB3665	2	5
2004-12-08	L	D	27	GB3665	3	1
2005-04-10	L	W	6	GB3665	6	5
2005-05-04	P	W	70	GB3665	4	4
2006-01-01	L	D	21	GB3665	2	2
2006-11-14	L	D	7	GB3665	1	2
2009-04-18	P	W	11	GB3665	5	4
2009-06-15	P	D	42	GB3665	0	5
2009-08-25	L	D	22	GB3665	1	2
2010-06-22	L	W	66	GB3665	3	2
2010-11-18	L	D	94	GB3665	5	5
2011-06-22	L	D	60	GB3665	2	5
2011-09-25	P	D	87	GB3665	3	4
2011-09-27	L	W	92	GB3665	3	3
2002-05-30	P	W	72	GD7953	1	3
2005-07-24	P	W	78	GD7953	3	4
2006-12-24	L	W	57	GD7953	2	5
2007-02-20	L	D	29	GD7953	5	1
2007-04-06	L	D	77	GD7953	1	3
2007-04-22	L	W	15	GD7953	0	1
2008-01-09	L	W	93	GD7953	0	2
2008-03-07	L	W	82	GD7953	1	5
2008-10-26	L	D	92	GD7953	5	5
2009-01-11	L	W	1	GD7953	5	0
2009-02-25	L	D	85	GD7953	1	5
2009-11-12	L	D	94	GD7953	6	4
2010-02-22	L	W	10	GD7953	0	4
2011-05-14	T	D	99	GD7953	1	1
2005-02-03	P	W	37	GE4887	1	2
2005-10-23	P	D	74	GE4887	4	0
2006-04-13	L	W	89	GE4887	4	3
2006-09-20	L	D	96	GE4887	0	3
2007-03-14	L	D	30	GE4887	5	1
2007-05-21	L	W	36	GE4887	1	0
2007-11-29	L	D	91	GE4887	4	0
2008-01-19	L	D	21	GE4887	0	0
2008-08-16	L	D	78	GE4887	4	1
2008-12-22	L	W	80	GE4887	4	0
2009-08-13	L	D	67	GE4887	2	0
2010-08-11	P	W	84	GE4887	6	5
2011-05-18	T	W	70	GE4887	2	4
2002-05-21	L	D	69	GI1011	4	0
2002-07-11	P	D	22	GI1011	2	4
2003-10-14	P	W	41	GI1011	3	3
2004-02-05	L	D	32	GI1011	5	0
2004-06-23	L	D	19	GI1011	4	1
2004-07-12	L	D	97	GI1011	0	4
2006-02-03	L	W	73	GI1011	1	5
2006-09-23	L	D	30	GI1011	1	3
2007-05-13	L	W	32	GI1011	1	5
2007-08-29	L	D	16	GI1011	0	2
2007-12-03	L	D	95	GI1011	2	3
2008-05-08	L	W	90	GI1011	4	1
2008-06-30	P	D	32	GI1011	4	5
2009-01-23	P	W	98	GI1011	5	2
2011-02-12	L	D	68	GI1011	5	1
2011-03-29	L	W	13	GI1011	1	5
2011-12-01	T	D	76	GI1011	6	0
2002-02-07	L	D	70	GI5453	0	0
2002-07-16	L	W	69	GI5453	2	0
2003-06-14	L	D	51	GI5453	4	0
2003-07-08	L	D	57	GI5453	5	2
2003-11-23	L	D	7	GI5453	3	3
2004-01-01	L	D	45	GI5453	3	3
2004-02-08	P	W	76	GI5453	3	0
2007-04-15	L	W	72	GI5453	0	0
2008-06-13	L	W	48	GI5453	1	5
2008-11-26	L	W	99	GI5453	1	4
2009-04-28	L	D	5	GI5453	2	2
2010-07-06	L	W	86	GI5453	6	5
2011-09-09	L	D	42	GI5453	3	5
2011-10-16	P	W	13	GI5453	3	3
2011-11-02	L	W	2	GI5453	0	3
2002-06-13	L	W	51	GI7976	4	0
2002-08-09	L	D	38	GI7976	4	1
2002-10-22	L	W	100	GI7976	2	2
2002-10-27	L	D	33	GI7976	1	3
2004-09-01	T	D	16	GI7976	3	2
2006-05-24	L	D	69	GI7976	4	1
2006-09-04	L	D	20	GI7976	5	1
2007-03-11	L	W	36	GI7976	6	5
2007-05-25	L	W	70	GI7976	5	1
2008-07-22	L	D	72	GI7976	1	0
2009-05-04	L	W	63	GI7976	0	3
2010-03-23	L	D	37	GI7976	3	3
2002-02-09	L	D	2	GK1108	0	3
2002-03-27	P	W	35	GK1108	6	1
2002-07-03	P	W	98	GK1108	3	4
2002-08-29	L	D	3	GK1108	0	4
2003-07-24	L	D	57	GK1108	0	0
2003-11-09	L	W	17	GK1108	4	1
2004-06-06	L	W	77	GK1108	3	4
2004-07-05	L	D	85	GK1108	1	1
2005-01-16	L	D	100	GK1108	3	4
2005-01-24	L	D	58	GK1108	4	4
2005-02-01	L	D	58	GK1108	1	4
2005-07-11	L	D	77	GK1108	4	0
2005-08-25	L	D	29	GK1108	5	2
2005-09-08	P	W	72	GK1108	0	2
2006-06-06	L	D	90	GK1108	3	0
2006-08-16	L	W	35	GK1108	4	0
2008-01-15	L	W	15	GK1108	0	5
2009-02-27	L	W	85	GK1108	2	1
2010-04-28	T	D	21	GK1108	0	1
2011-08-09	L	W	59	GK1108	6	5
2002-08-02	P	W	89	GK3186	3	5
2002-09-28	L	D	100	GK3186	1	0
2002-11-01	L	W	91	GK3186	0	5
2003-05-14	L	W	68	GK3186	2	0
2004-02-14	L	W	79	GK3186	4	2
2005-12-08	L	W	64	GK3186	2	5
2006-06-16	L	W	65	GK3186	2	5
2006-11-05	L	D	79	GK3186	6	3
2007-02-25	L	W	12	GK3186	4	5
2007-03-28	L	D	76	GK3186	1	4
2007-06-02	L	D	8	GK3186	4	5
2007-11-13	L	D	92	GK3186	0	2
2008-06-03	L	W	73	GK3186	1	2
2008-07-03	L	D	17	GK3186	1	2
2009-07-11	L	W	37	GK3186	3	2
2009-11-19	L	W	8	GK3186	2	1
2011-05-25	T	D	32	GK3186	2	5
2011-12-23	L	W	2	GK3186	6	3
2003-09-10	L	W	87	GK6479	6	4
2004-11-16	L	D	19	GK6479	5	0
2005-03-05	P	D	17	GK6479	6	3
2007-02-05	L	W	76	GK6479	2	5
2007-05-29	L	W	57	GK6479	2	2
2007-11-01	T	W	78	GK6479	5	5
2008-04-26	L	D	45	GK6479	3	5
2008-07-07	L	D	24	GK6479	3	0
2008-12-07	L	W	81	GK6479	2	3
2009-05-18	L	D	9	GK6479	6	1
2009-09-26	T	D	44	GK6479	6	1
2010-05-01	L	D	18	GK6479	3	4
2010-05-13	L	W	44	GK6479	4	5
2010-12-11	L	W	12	GK6479	2	3
2011-02-09	L	D	82	GK6479	0	1
2011-05-27	L	W	52	GK6479	1	4
2002-06-15	L	W	11	GL3406	4	1
2002-06-20	L	W	99	GL3406	4	0
2003-03-27	L	W	77	GL3406	1	4
2003-10-23	L	W	15	GL3406	0	5
2004-01-15	P	D	54	GL3406	4	1
2004-07-10	L	D	70	GL3406	5	4
2004-08-14	L	D	19	GL3406	4	0
2005-03-18	L	W	47	GL3406	1	4
2006-02-13	L	D	91	GL3406	2	2
2006-02-28	L	D	99	GL3406	3	2
2006-05-09	T	D	23	GL3406	1	3
2006-06-28	L	D	6	GL3406	4	3
2006-08-24	T	D	35	GL3406	1	0
2007-04-05	L	W	57	GL3406	1	2
2007-10-30	L	W	56	GL3406	5	5
2008-09-09	P	D	36	GL3406	6	2
2008-12-29	L	W	7	GL3406	1	3
2009-02-11	L	W	97	GL3406	3	0
2009-07-19	L	W	32	GL3406	4	1
2010-05-08	L	D	22	GL3406	5	0
2010-09-06	P	D	86	GL3406	4	0
2002-02-22	L	D	16	GL5807	4	0
2002-03-15	L	W	13	GL5807	5	4
2002-04-06	L	W	54	GL5807	5	4
2002-04-19	L	D	68	GL5807	3	5
2002-05-26	P	D	97	GL5807	2	4
2002-05-27	L	D	36	GL5807	4	4
2002-09-18	L	D	83	GL5807	0	1
2004-06-02	P	D	10	GL5807	3	1
2004-06-22	L	D	25	GL5807	5	5
2004-09-11	L	W	34	GL5807	1	3
2004-10-28	L	W	64	GL5807	3	4
2006-06-22	L	D	1	GL5807	4	4
2006-09-15	P	D	49	GL5807	6	3
2007-05-10	L	D	70	GL5807	6	0
2007-07-20	L	W	56	GL5807	6	0
2007-08-20	P	W	1	GL5807	6	2
2008-02-06	L	D	58	GL5807	6	4
2008-03-11	L	D	47	GL5807	0	1
2008-06-27	P	W	53	GL5807	4	3
2009-04-12	L	W	75	GL5807	0	3
2009-07-09	L	D	59	GL5807	4	4
2009-07-20	L	D	86	GL5807	4	4
2010-05-20	L	W	40	GL5807	1	5
2010-09-04	T	D	43	GL5807	6	0
2003-01-29	L	D	26	GM9240	6	5
2004-06-12	L	D	65	GM9240	3	2
2005-05-24	L	D	86	GM9240	2	5
2006-01-07	L	D	19	GM9240	3	4
2006-06-14	L	W	34	GM9240	2	0
2007-07-05	L	D	100	GM9240	1	2
2008-05-13	L	D	5	GM9240	0	4
2008-05-19	L	D	84	GM9240	2	3
2008-07-05	T	W	43	GM9240	3	1
2008-08-13	T	D	3	GM9240	5	1
2009-03-16	L	D	37	GM9240	3	0
2010-08-29	L	W	96	GM9240	3	3
2011-08-16	L	W	14	GM9240	0	1
2002-05-08	L	D	2	GN5798	5	4
2002-07-27	L	W	10	GN5798	4	4
2002-12-31	L	W	93	GN5798	1	0
2003-03-23	L	W	56	GN5798	3	5
2003-04-25	L	D	55	GN5798	2	1
2003-08-30	L	W	6	GN5798	6	5
2003-09-17	L	W	75	GN5798	5	5
2004-05-15	L	D	54	GN5798	2	5
2004-10-07	L	D	20	GN5798	5	1
2004-11-10	L	D	75	GN5798	5	2
2005-07-26	L	W	22	GN5798	2	2
2005-09-05	L	D	63	GN5798	1	1
2006-04-23	L	D	51	GN5798	3	2
2006-09-09	L	D	89	GN5798	0	4
2007-11-17	L	D	44	GN5798	6	1
2008-10-27	L	D	40	GN5798	2	5
2011-04-30	L	W	65	GN5798	4	2
2011-09-29	L	D	56	GN5798	1	3
2003-06-29	P	W	90	HA4297	6	5
2003-11-27	L	W	76	HA4297	3	0
2006-03-09	P	W	23	HA4297	1	1
2007-11-20	L	W	63	HA4297	0	5
2008-08-07	L	D	37	HA4297	5	1
2009-07-03	P	W	72	HA4297	5	0
2009-09-16	L	W	18	HA4297	5	0
2009-10-16	L	D	37	HA4297	5	4
2010-02-10	L	W	14	HA4297	1	1
2010-03-27	L	W	49	HA4297	2	0
2010-09-26	P	W	58	HA4297	0	1
2002-02-14	L	W	67	HA8767	0	0
2002-08-22	L	D	40	HA8767	0	0
2003-01-17	L	D	95	HA8767	1	0
2005-03-03	L	W	93	HA8767	4	4
2006-07-25	L	W	49	HA8767	4	0
2007-01-08	L	W	24	HA8767	0	5
2007-03-07	L	W	64	HA8767	1	3
2007-05-18	T	D	47	HA8767	1	1
2007-12-15	L	D	64	HA8767	5	3
2008-05-30	L	W	12	HA8767	1	2
2009-10-02	P	W	89	HA8767	3	1
2011-02-18	L	W	29	HA8767	1	4
2011-04-13	L	W	72	HA8767	0	1
2011-10-21	L	D	96	HA8767	1	0
2002-01-05	L	D	22	HC8385	4	0
2002-01-24	L	D	8	HC8385	0	3
2003-09-04	P	D	81	HC8385	2	0
2004-01-29	P	D	92	HC8385	2	3
2004-06-04	L	W	6	HC8385	1	4
2005-10-19	L	D	17	HC8385	1	5
2006-12-08	L	D	25	HC8385	6	3
2007-01-30	L	W	97	HC8385	3	3
2007-06-13	L	W	80	HC8385	5	1
2009-07-06	L	D	27	HC8385	6	1
2009-10-08	L	D	32	HC8385	4	1
2009-11-15	L	W	67	HC8385	3	3
2010-03-17	T	W	73	HC8385	4	1
2010-07-25	L	W	62	HC8385	5	4
2010-10-13	L	D	60	HC8385	0	2
2010-11-06	L	W	83	HC8385	4	4
2011-03-22	L	D	13	HC8385	6	0
2011-11-23	L	D	10	HC8385	3	5
2011-12-18	L	W	11	HC8385	0	2
2002-07-17	L	D	68	HF4351	2	1
2003-09-30	L	D	89	HF4351	4	1
2003-10-03	L	D	89	HF4351	5	2
2005-12-18	L	D	92	HF4351	2	5
2006-06-24	L	W	85	HF4351	4	1
