Numer_zgloszenia	Numer_komputera	Czas_awarii	Priorytet
734	272	2015-04-20 01:51:45	4
735	406	2015-04-20 05:49:24	1
736	30	2015-04-20 08:18:24	9
737	318	2015-04-20 10:49:40	10
738	462	2015-04-20 13:26:05	2
739	102	2015-04-20 13:52:36	8
740	226	2015-04-20 20:49:08	5
741	273	2015-04-20 22:46:48	3
742	107	2015-04-21 14:19:30	7
743	318	2015-04-21 17:31:05	3
744	69	2015-04-21 22:56:01	7
745	317	2015-04-22 00:03:43	6
746	11	2015-04-22 01:27:02	6
747	142	2015-04-22 12:56:37	9
748	367	2015-04-22 13:27:11	6
749	41	2015-04-22 16:03:32	2
750	208	2015-04-22 21:56:03	1
751	16	2015-04-23 02:58:33	8
752	101	2015-04-23 09:43:32	4
753	165	2015-04-23 11:53:06	9
754	224	2015-04-23 16:05:33	10
755	60	2015-04-23 17:40:40	9
756	75	2015-04-23 23:27:16	5
757	52	2015-04-24 00:50:03	8
758	341	2015-04-24 08:11:03	8
759	483	2015-04-24 08:40:05	5
760	225	2015-04-24 09:37:41	3
761	445	2015-04-24 22:57:27	7
762	78	2015-04-24 23:39:55	10
763	29	2015-04-25 05:07:00	7
764	461	2015-04-25 06:46:46	3
765	367	2015-04-25 07:22:17	6
766	413	2015-04-25 09:51:15	10
767	459	2015-04-25 10:06:18	3
768	231	2015-04-25 12:26:06	8
769	184	2015-04-25 13:46:10	6
770	398	2015-04-25 15:06:46	8
771	235	2015-04-25 17:10:47	2
772	97	2015-04-26 04:41:07	6
773	171	2015-04-26 09:35:59	3
774	347	2015-04-26 09:55:46	7
775	90	2015-04-26 10:19:14	2
776	32	2015-04-26 18:52:52	7
777	325	2015-04-26 20:41:24	5
778	389	2015-04-26 21:03:56	7
779	443	2015-04-26 22:08:20	9
780	465	2015-04-26 22:37:24	9
781	159	2015-04-27 00:04:54	6
782	77	2015-04-27 03:21:12	1
783	93	2015-04-27 03:29:52	9
784	372	2015-04-27 04:05:50	5
785	316	2015-04-27 05:16:08	5
786	83	2015-04-27 06:23:17	9
787	279	2015-04-27 07:58:56	4
788	201	2015-04-27 08:47:18	4
789	434	2015-04-27 10:29:49	3
790	348	2015-04-27 21:10:37	9
791	139	2015-04-28 08:41:29	9
792	165	2015-04-28 11:56:02	10
793	202	2015-04-28 12:56:09	1
794	43	2015-04-28 15:01:01	6
795	177	2015-04-28 21:56:09	8
796	42	2015-04-28 23:13:56	10
797	143	2015-04-29 00:02:30	8
798	102	2015-04-29 01:16:00	9
799	104	2015-04-29 06:43:42	1
800	219	2015-04-29 07:12:36	10
801	175	2015-04-29 07:28:25	5
802	459	2015-04-29 16:32:04	7
803	425	2015-04-29 18:16:23	9
804	84	2015-04-30 00:39:04	2
805	369	2015-04-30 03:14:01	4
806	341	2015-04-30 03:50:19	8
807	413	2015-04-30 05:57:47	6
808	112	2015-04-30 14:52:37	10
809	192	2015-04-30 21:40:15	2
810	141	2015-05-01 01:26:51	1
811	97	2015-05-01 01:36:25	3
812	303	2015-05-01 02:01:42	2
813	78	2015-05-01 05:15:10	3
814	435	2015-05-01 06:07:25	3
815	18	2015-05-01 07:27:55	4
816	106	2015-05-01 09:15:43	10
817	245	2015-05-01 10:42:53	9
818	28	2015-05-01 16:16:07	4
819	440	2015-05-01 18:39:43	4
820	355	2015-05-01 23:04:40	7
821	316	2015-05-02 01:13:15	5
822	327	2015-05-02 06:12:35	10
823	316	2015-05-02 07:43:03	5
824	360	2015-05-02 17:34:17	6
825	47	2015-05-02 20:06:42	8
826	413	2015-05-03 02:04:12	9
827	88	2015-05-03 14:30:23	10
828	383	2015-05-03 18:05:32	2
829	29	2015-05-03 21:31:03	4
830	321	2015-05-03 21:34:52	6
831	187	2015-05-04 04:23:11	1
832	156	2015-05-04 04:51:11	5
833	47	2015-05-04 08:23:36	7
834	7	2015-05-04 08:33:06	9
835	332	2015-05-04 08:34:42	5
836	60	2015-05-04 09:04:43	3
837	103	2015-05-04 10:27:09	10
838	470	2015-05-04 12:11:19	9
839	452	2015-05-04 12:29:05	8
840	165	2015-05-05 05:01:49	6
841	84	2015-05-05 06:54:43	4
842	311	2015-05-05 17:56:59	1
843	373	2015-05-06 05:57:20	2
844	401	2015-05-06 06:40:33	5
845	494	2015-05-06 07:53:14	7
846	486	2015-05-06 10:45:44	5
847	209	2015-05-06 13:26:52	10
848	167	2015-05-06 16:59:46	4
849	403	2015-05-06 22:20:49	6
850	217	2015-05-07 04:53:13	10
851	209	2015-05-07 06:21:27	3
852	190	2015-05-07 06:31:47	9
853	329	2015-05-07 11:37:34	10
854	285	2015-05-07 12:29:51	1
855	229	2015-05-07 14:15:21	4
856	71	2015-05-07 15:42:44	3
857	2	2015-05-07 16:54:37	9
858	336	2015-05-07 18:37:12	8
859	401	2015-05-07 21:12:47	1
860	247	2015-05-07 22:52:31	8
861	433	2015-05-07 23:10:06	1
862	141	2015-05-08 03:22:32	7
863	142	2015-05-08 05:02:44	3
864	387	2015-05-08 06:24:37	4
865	142	2015-05-08 07:12:46	4
866	388	2015-05-08 09:21:53	3
867	132	2015-05-08 14:14:56	9
868	60	2015-05-08 21:04:46	2
869	69	2015-05-08 22:41:51	1
870	230	2015-05-09 00:56:17	7
871	274	2015-05-09 03:38:49	2
872	391	2015-05-09 07:40:50	10
873	436	2015-05-09 09:22:06	1
874	417	2015-05-09 15:57:38	6
875	261	2015-05-09 16:36:52	5
876	329	2015-05-09 22:28:33	10
877	400	2015-05-10 00:56:50	5
878	488	2015-05-10 03:59:27	6
879	232	2015-05-10 07:47:04	9
880	183	2015-05-10 11:47:19	7
881	81	2015-05-10 13:26:00	2
882	40	2015-05-10 18:25:24	8
883	358	2015-05-10 22:24:33	2
884	22	2015-05-11 02:19:09	6
885	106	2015-05-11 04:43:35	9
886	312	2015-05-11 05:29:59	2
887	493	2015-05-11 06:02:23	7
888	392	2015-05-11 10:07:22	7
889	447	2015-05-11 10:53:32	2
890	306	2015-05-11 13:03:35	1
891	391	2015-05-11 17:15:35	4
892	155	2015-05-11 19:17:00	8
893	176	2015-05-12 01:19:42	3
894	157	2015-05-12 06:14:49	10
895	403	2015-05-12 06:32:06	10
896	197	2015-05-12 09:55:27	6
897	474	2015-05-12 20:29:41	5
898	485	2015-05-12 22:53:31	2
899	301	2015-05-13 02:48:10	2
900	341	2015-05-13 07:33:34	9
901	166	2015-05-13 08:51:16	8
902	141	2015-05-13 09:19:36	7
903	302	2015-05-13 09:19:55	10
904	37	2015-05-13 14:08:08	5
905	212	2015-05-13 14:36:07	8
906	52	2015-05-13 19:08:05	2
907	408	2015-05-14 07:36:06	10
908	109	2015-05-14 09:28:16	6
909	452	2015-05-14 11:10:38	6
910	32	2015-05-14 11:53:56	7
911	36	2015-05-14 12:00:50	9
912	115	2015-05-14 12:28:11	2
913	276	2015-05-14 13:10:56	4
914	93	2015-05-14 14:12:10	9
915	210	2015-05-15 03:22:16	6
916	344	2015-05-15 06:08:59	1
917	451	2015-05-15 08:44:27	2
918	364	2015-05-15 09:10:37	4
919	95	2015-05-15 09:32:44	8
920	356	2015-05-15 13:53:25	8
921	451	2015-05-15 15:25:28	10
922	434	2015-05-15 17:11:44	8
923	332	2015-05-15 18:22:17	2
924	272	2015-05-15 18:25:43	6
925	454	2015-05-15 19:12:47	6
926	241	2015-05-16 08:52:35	1
927	48	2015-05-16 10:19:45	5
928	291	2015-05-16 14:10:43	9
929	106	2015-05-16 19:16:58	7
930	385	2015-05-17 05:45:18	3
931	333	2015-05-17 06:07:01	7
932	434	2015-05-17 10:51:39	7
933	253	2015-05-17 12:07:42	5
934	97	2015-05-17 13:52:03	9
935	172	2015-05-18 01:19:59	1
936	91	2015-05-18 02:01:28	4
937	42	2015-05-18 17:01:18	3
938	362	2015-05-18 19:54:03	8
939	72	2015-05-18 22:03:03	4
940	136	2015-05-19 00:43:59	7
941	237	2015-05-19 06:05:52	5
942	486	2015-05-19 08:10:00	2
943	37	2015-05-19 11:19:48	6
944	323	2015-05-19 11:23:38	5
945	456	2015-05-19 14:02:29	9
946	157	2015-05-19 22:19:58	6
947	460	2015-05-19 22:41:08	8
948	12	2015-05-19 23:26:46	8
949	344	2015-05-19 23:55:51	7
950	473	2015-05-20 01:49:29	9
951	489	2015-05-20 03:18:46	5
952	61	2015-05-20 05:36:06	7
953	425	2015-05-20 15:27:49	9
954	299	2015-05-20 21:24:29	6
955	84	2015-05-20 22:36:46	3
956	420	2015-05-20 22:42:35	8
957	352	2015-05-21 08:40:13	6
958	349	2015-05-21 18:19:20	3
959	432	2015-05-22 02:03:29	2
960	231	2015-05-22 06:28:37	2
961	378	2015-05-22 13:14:16	7
962	226	2015-05-22 15:55:05	2
963	96	2015-05-22 16:34:02	10
964	250	2015-05-22 18:00:23	9
965	487	2015-05-22 18:52:19	5
966	428	2015-05-23 02:00:11	9
967	413	2015-05-23 11:01:09	1
968	56	2015-05-23 11:59:45	6
969	247	2015-05-23 16:50:46	3
970	312	2015-05-23 22:34:01	3
971	131	2015-05-23 23:00:18	6
972	74	2015-05-24 04:06:22	3
973	112	2015-05-24 12:55:00	7
974	473	2015-05-24 16:56:53	6
975	435	2015-05-24 19:36:36	10
976	361	2015-05-24 23:42:50	10
977	372	2015-05-25 03:12:34	4
978	496	2015-05-25 07:56:42	6
979	240	2015-05-25 08:41:22	4
980	380	2015-05-25 12:39:20	2
981	443	2015-05-25 13:27:05	10
982	232	2015-05-25 13:39:02	3
983	63	2015-05-25 15:43:04	10
984	202	2015-05-25 18:02:40	10
985	411	2015-05-25 18:56:25	10
986	427	2015-05-25 21:54:06	4
987	391	2015-05-25 22:50:02	5
988	360	2015-05-26 00:40:00	2
989	19	2015-05-26 06:31:44	1
990	142	2015-05-26 07:35:27	8
991	93	2015-05-26 10:38:21	2
992	388	2015-05-26 11:38:17	7
993	483	2015-05-26 16:29:09	8
994	78	2015-05-27 00:16:37	3
995	74	2015-05-27 08:55:15	1
996	120	2015-05-27 10:12:56	9
997	494	2015-05-27 10:46:49	10
998	176	2015-05-27 11:28:30	1
999	247	2015-05-28 00:00:21	5
1000	228	2015-05-28 05:03:18	5
1001	465	2015-05-28 10:06:19	1
1002	289	2015-05-28 12:12:36	1
1003	12	2015-05-28 13:29:36	6
1004	244	2015-05-28 15:25:33	10
1005	358	2015-05-28 19:10:11	6
1006	386	2015-05-28 19:35:01	1
1007	32	2015-05-29 01:00:36	1
1008	486	2015-05-29 02:03:33	5
1009	1	2015-05-29 05:51:44	4
1010	210	2015-05-29 05:59:04	10
1011	402	2015-05-29 07:12:13	5
1012	380	2015-05-29 08:38:24	7
1013	253	2015-05-29 09:29:23	7
1014	180	2015-05-29 15:15:03	1
1015	464	2015-05-29 21:06:33	9
1016	155	2015-05-30 04:29:07	6
1017	228	2015-05-30 07:29:27	2
1018	435	2015-05-30 17:40:47	2
1019	186	2015-05-30 18:06:02	9
1020	414	2015-05-30 19:39:32	8
1021	184	2015-05-30 20:04:28	9
1022	454	2015-05-31 02:48:57	7
1023	192	2015-05-31 04:51:38	1
1024	181	2015-05-31 11:40:22	7
1025	155	2015-05-31 11:58:03	6
1026	151	2015-05-31 12:19:03	1
1027	21	2015-05-31 21:29:33	6
1028	304	2015-06-01 02:48:40	6
1029	141	2015-06-01 03:16:12	3
1030	140	2015-06-01 05:39:57	9
1031	473	2015-06-01 05:45:11	2
1032	190	2015-06-01 06:07:20	10
1033	40	2015-06-01 06:10:09	1
1034	124	2015-06-01 09:29:28	10
1035	62	2015-06-01 12:34:05	6
1036	256	2015-06-01 19:13:48	8
1037	461	2015-06-02 05:18:11	10
1038	103	2015-06-02 07:06:20	3
1039	321	2015-06-02 10:21:05	1
1040	78	2015-06-02 16:04:49	9
1041	244	2015-06-02 16:57:34	1
1042	14	2015-06-02 17:20:05	1
1043	34	2015-06-03 06:51:29	8
1044	56	2015-06-03 09:17:23	5
1045	145	2015-06-03 09:23:01	6
1046	396	2015-06-03 10:00:30	1
1047	38	2015-06-03 12:52:55	7
1048	4	2015-06-03 17:30:37	10
1049	48	2015-06-03 17:48:26	8
1050	158	2015-06-04 06:29:41	1
1051	296	2015-06-04 07:17:00	8
1052	147	2015-06-04 10:38:50	5
1053	139	2015-06-04 13:06:51	10
1054	42	2015-06-04 13:46:48	8
1055	127	2015-06-04 15:03:35	8
1056	48	2015-06-04 20:53:49	8
1057	231	2015-06-05 00:55:08	6
1058	330	2015-06-05 04:24:47	4
1059	235	2015-06-05 05:25:28	2
1060	451	2015-06-05 14:09:29	6
1061	192	2015-06-05 16:10:14	10
1062	360	2015-06-05 22:43:42	5
1063	391	2015-06-05 22:51:58	1
1064	362	2015-06-06 00:04:06	3
1065	220	2015-06-06 05:33:18	4
1066	372	2015-06-06 07:01:23	10
1067	139	2015-06-06 16:30:47	8
1068	111	2015-06-06 17:10:42	7
1069	34	2015-06-07 05:28:04	3
1070	4	2015-06-07 13:15:22	8
1071	192	2015-06-07 16:45:11	5
1072	277	2015-06-07 20:06:02	4
1073	383	2015-06-07 22:13:46	9
1074	166	2015-06-08 06:10:20	8
1075	174	2015-06-08 08:53:12	4
1076	411	2015-06-08 10:39:04	8
1077	7	2015-06-08 13:05:46	5
1078	419	2015-06-08 22:11:52	4
1079	366	2015-06-09 02:44:57	7
1080	272	2015-06-09 03:26:14	1
1081	306	2015-06-09 05:17:50	9
1082	171	2015-06-09 05:45:06	5
1083	217	2015-06-09 10:03:50	1
1084	394	2015-06-09 10:31:27	6
1085	90	2015-06-09 21:36:06	3
1086	156	2015-06-10 00:04:27	6
1087	470	2015-06-10 01:58:01	4
1088	187	2015-06-10 03:00:49	5
1089	393	2015-06-10 08:16:09	6
1090	332	2015-06-10 18:34:10	6
1091	213	2015-06-10 18:34:30	4
1092	187	2015-06-11 01:36:43	5
1093	50	2015-06-11 08:03:08	9
1094	151	2015-06-11 10:41:28	5
1095	369	2015-06-11 12:02:05	8
1096	79	2015-06-11 14:30:57	3
1097	286	2015-06-11 17:38:40	2
1098	473	2015-06-11 19:59:00	8
1099	188	2015-06-11 21:56:35	8
1100	209	2015-06-12 10:07:53	10
1101	481	2015-06-12 12:44:50	4
1102	217	2015-06-12 15:04:33	6
1103	21	2015-06-12 15:21:59	7
1104	158	2015-06-12 15:52:49	5
1105	2	2015-06-12 22:31:27	4
1106	63	2015-06-12 23:49:08	1
1107	464	2015-06-13 06:42:49	10
1108	202	2015-06-13 09:07:15	7
1109	235	2015-06-13 13:27:08	8
1110	97	2015-06-13 17:48:16	1
1111	449	2015-06-13 21:12:52	7
1112	161	2015-06-14 07:19:45	3
1113	327	2015-06-14 08:20:50	7
1114	220	2015-06-14 12:36:19	7
1115	327	2015-06-14 14:18:29	5
1116	16	2015-06-14 15:01:55	2
1117	235	2015-06-14 19:10:28	8
1118	486	2015-06-15 02:38:45	2
1119	282	2015-06-15 09:22:55	6
1120	411	2015-06-15 13:38:34	5
1121	204	2015-06-15 15:42:21	10
1122	246	2015-06-15 18:05:16	9
1123	362	2015-06-15 20:54:35	3
1124	205	2015-06-16 00:26:57	4
1125	496	2015-06-16 00:38:16	1
1126	255	2015-06-16 12:40:13	10
1127	39	2015-06-16 16:43:41	8
1128	61	2015-06-16 21:37:50	7
1129	469	2015-06-17 12:47:32	8
1130	150	2015-06-17 13:16:27	5
1131	139	2015-06-17 13:50:50	6
1132	341	2015-06-17 14:15:34	6
1133	261	2015-06-17 16:11:10	10
1134	130	2015-06-17 17:53:39	7
1135	117	2015-06-17 20:14:10	9
1136	408	2015-06-17 21:03:00	3
1137	498	2015-06-17 23:23:35	5
1138	333	2015-06-18 00:00:37	5
1139	37	2015-06-18 01:19:52	10
1140	13	2015-06-18 05:02:40	8
1141	103	2015-06-18 05:03:59	7
1142	273	2015-06-18 05:29:03	9
1143	59	2015-06-18 09:45:52	10
1144	268	2015-06-18 13:30:20	1
1145	372	2015-06-18 16:42:02	7
1146	355	2015-06-18 19:25:05	2
1147	437	2015-06-18 20:02:23	2
1148	327	2015-06-19 03:43:28	7
1149	449	2015-06-19 07:22:57	10
1150	473	2015-06-19 15:03:49	8
1151	433	2015-06-19 19:15:07	9
1152	120	2015-06-19 21:59:25	7
1153	332	2015-06-20 00:46:51	6
1154	251	2015-06-20 02:38:03	1
1155	143	2015-06-20 12:49:15	1
1156	212	2015-06-20 18:55:14	3
1157	123	2015-06-20 18:56:01	3
1158	66	2015-06-21 04:03:40	3
1159	318	2015-06-21 05:03:26	8
1160	479	2015-06-21 05:26:01	8
1161	272	2015-06-21 05:38:45	1
1162	361	2015-06-21 06:23:03	4
1163	73	2015-06-21 06:36:28	6
1164	59	2015-06-21 07:57:13	10
1165	48	2015-06-21 10:26:23	8
1166	427	2015-06-21 10:30:27	10
1167	157	2015-06-21 13:34:54	5
1168	157	2015-06-21 19:02:45	2
1169	231	2015-06-21 23:00:21	6
1170	436	2015-06-22 03:39:13	4
1171	5	2015-06-22 03:43:52	9
1172	129	2015-06-22 17:39:31	7
1173	312	2015-06-22 21:23:33	3
1174	324	2015-06-23 04:27:07	4
1175	274	2015-06-23 06:19:29	6
1176	493	2015-06-23 06:27:51	7
1177	419	2015-06-23 06:32:52	9
1178	358	2015-06-23 07:53:26	6
1179	161	2015-06-23 19:45:00	2
1180	334	2015-06-24 12:53:27	6
1181	475	2015-06-25 03:05:18	8
1182	396	2015-06-25 06:19:49	2
1183	53	2015-06-25 06:22:48	10
1184	470	2015-06-25 09:38:20	10
1185	184	2015-06-25 15:34:55	1
1186	47	2015-06-25 16:14:58	4
1187	21	2015-06-26 06:16:59	10
1188	344	2015-06-26 06:35:52	9
1189	244	2015-06-26 10:26:13	8
1190	306	2015-06-26 10:30:11	3
1191	279	2015-06-26 17:17:25	9
1192	25	2015-06-26 23:47:41	8
1193	356	2015-06-27 00:05:42	7
1194	210	2015-06-27 04:14:35	6
1195	438	2015-06-27 07:54:34	2
1196	391	2015-06-27 12:23:59	1
1197	333	2015-06-27 13:35:55	10
1198	306	2015-06-27 21:58:51	10
1199	129	2015-06-28 03:14:37	8
1200	291	2015-06-28 03:15:38	9
1201	51	2015-06-28 07:46:38	5
1202	28	2015-06-28 09:29:32	6
1203	87	2015-06-28 15:21:42	4
1204	266	2015-06-28 16:52:25	2
1205	247	2015-06-28 17:19:00	6
1206	454	2015-06-28 19:27:28	2
1207	201	2015-06-28 21:27:29	1
1208	425	2015-06-29 06:56:03	8
1209	42	2015-06-29 08:49:56	5
1210	366	2015-06-29 12:54:25	6
1211	349	2015-06-29 18:45:42	7
1212	265	2015-06-29 19:52:15	6
1213	462	2015-06-29 20:39:24	2
1214	245	2015-06-29 20:51:49	2
1215	431	2015-06-29 21:19:30	5
1216	403	2015-06-29 23:07:31	8
1217	411	2015-06-30 00:47:26	8
1218	246	2015-06-30 04:12:59	7
1219	425	2015-06-30 06:24:39	8
1220	372	2015-06-30 09:08:33	2
1221	292	2015-06-30 16:26:56	8
1222	209	2015-06-30 16:55:21	4
1223	438	2015-06-30 23:25:53	7
1224	315	2015-07-01 00:25:15	6
1225	443	2015-07-01 01:06:40	6
1226	433	2015-07-01 01:12:03	9
1227	327	2015-07-01 05:00:44	2
1228	323	2015-07-01 13:48:30	6
1229	265	2015-07-01 16:23:03	4
1230	31	2015-07-01 17:10:59	5
1231	115	2015-07-01 21:28:59	5
1232	60	2015-07-02 09:56:25	1
1233	277	2015-07-02 13:55:50	7
1234	348	2015-07-02 15:26:32	3
1235	245	2015-07-02 16:28:13	3
1236	201	2015-07-02 19:37:14	2
1237	459	2015-07-02 23:24:28	3
1238	2	2015-07-03 01:24:51	1
1239	213	2015-07-03 05:12:11	8
1240	330	2015-07-03 05:34:12	8
1241	142	2015-07-03 13:13:13	1
1242	360	2015-07-03 13:45:07	6
1243	201	2015-07-03 19:52:36	10
1244	341	2015-07-03 23:24:51	1
1245	231	2015-07-04 00:05:58	3
1246	91	2015-07-04 00:46:23	2
1247	79	2015-07-04 01:09:58	6
1248	64	2015-07-04 04:49:57	4
1249	73	2015-07-04 13:45:33	2
1250	155	2015-07-05 06:42:10	4
1251	41	2015-07-05 11:23:00	3
1252	334	2015-07-05 13:12:13	5
1253	232	2015-07-05 13:16:38	6
1254	329	2015-07-05 15:14:42	6
1255	442	2015-07-05 16:48:21	1
1256	106	2015-07-05 16:57:39	3
1257	92	2015-07-05 19:57:21	3
1258	354	2015-07-05 23:51:14	6
1259	28	2015-07-06 00:28:56	4
1260	200	2015-07-06 09:37:12	2
1261	388	2015-07-06 10:21:53	7
1262	42	2015-07-06 16:25:35	6
1263	271	2015-07-06 17:21:41	4
1264	409	2015-07-06 21:02:25	7
1265	220	2015-07-06 21:57:11	2
1266	275	2015-07-06 23:09:09	6
1267	127	2015-07-06 23:30:59	4
1268	147	2015-07-07 02:42:20	10
1269	4	2015-07-07 03:03:13	4
1270	349	2015-07-07 03:19:13	8
1271	191	2015-07-07 11:33:51	9
1272	244	2015-07-07 14:06:22	3
1273	440	2015-07-07 16:42:37	6
1274	330	2015-07-08 01:51:50	9
1275	489	2015-07-08 05:34:33	4
1276	323	2015-07-08 11:06:21	5
1277	202	2015-07-08 13:54:37	6
1278	61	2015-07-09 01:47:21	5
1279	282	2015-07-09 03:19:36	2
1280	79	2015-07-09 08:38:52	10
1281	343	2015-07-09 18:08:24	9
1282	392	2015-07-09 18:28:10	6
1283	176	2015-07-09 22:09:12	2
1284	456	2015-07-10 01:30:29	1
1285	251	2015-07-10 07:54:05	3
1286	424	2015-07-10 11:33:43	1
1287	499	2015-07-10 12:01:20	2
1288	172	2015-07-11 05:38:43	5
1289	322	2015-07-11 05:47:33	3
1290	131	2015-07-11 09:24:15	8
1291	371	2015-07-11 11:34:09	4
1292	388	2015-07-12 00:53:19	8
1293	103	2015-07-12 09:03:43	10
1294	392	2015-07-12 09:59:21	1
1295	498	2015-07-12 10:49:35	3
1296	86	2015-07-12 14:07:08	6
1297	136	2015-07-13 11:35:25	10
1298	277	2015-07-13 12:06:24	10
1299	7	2015-07-13 14:58:05	1
1300	470	2015-07-13 16:46:37	8
1301	37	2015-07-13 22:44:02	4
1302	458	2015-07-14 01:01:27	2
1303	117	2015-07-14 08:01:43	7
1304	97	2015-07-14 15:16:25	2
1305	275	2015-07-14 15:16:49	2
1306	143	2015-07-14 19:36:20	7
1307	259	2015-07-14 21:29:01	8
1308	498	2015-07-14 21:39:26	8
1309	154	2015-07-15 02:37:09	2
1310	411	2015-07-15 03:26:08	9
1311	426	2015-07-15 04:58:11	2
1312	124	2015-07-15 06:28:45	9
1313	180	2015-07-15 11:35:38	9
1314	465	2015-07-15 11:44:08	8
1315	54	2015-07-15 12:00:56	5
1316	199	2015-07-15 15:07:57	8
1317	447	2015-07-15 16:18:27	10
1318	434	2015-07-15 18:15:42	1
1319	86	2015-07-15 19:51:43	5
1320	140	2015-07-16 00:33:27	10
1321	439	2015-07-16 02:30:45	10
1322	170	2015-07-16 09:46:28	4
1323	323	2015-07-16 12:11:13	9
1324	167	2015-07-16 12:45:27	3
1325	272	2015-07-16 17:14:16	7
1326	155	2015-07-17 01:17:48	2
1327	443	2015-07-17 02:10:30	10
1328	217	2015-07-17 06:40:14	10
1329	79	2015-07-17 11:29:41	4
1330	28	2015-07-17 12:33:59	9
1331	397	2015-07-17 15:08:38	7
1332	16	2015-07-17 17:27:13	6
1333	333	2015-07-17 19:47:56	8
1334	107	2015-07-17 21:59:56	5
1335	322	2015-07-18 10:59:56	8
1336	124	2015-07-18 15:08:19	3
1337	169	2015-07-18 15:46:26	7
1338	481	2015-07-19 01:46:59	9
1339	308	2015-07-19 03:02:53	10
1340	319	2015-07-19 03:49:57	4
1341	129	2015-07-19 03:53:20	8
1342	407	2015-07-19 04:04:01	5
1343	244	2015-07-19 05:25:04	5
1344	443	2015-07-19 09:44:02	7
1345	147	2015-07-19 15:17:38	6
1346	185	2015-07-19 16:25:39	4
1347	257	2015-07-20 13:02:08	1
1348	247	2015-07-20 16:19:41	6
1349	211	2015-07-20 17:27:46	1
1350	229	2015-07-20 19:14:54	10
1351	334	2015-07-20 19:31:53	3
1352	81	2015-07-21 00:39:52	9
1353	388	2015-07-21 17:30:33	3
1354	286	2015-07-21 21:31:16	6
1355	318	2015-07-22 01:35:15	7
1356	459	2015-07-22 03:41:54	7
1357	470	2015-07-22 03:48:21	9
1358	489	2015-07-22 07:12:30	6
1359	254	2015-07-22 07:42:22	4
1360	155	2015-07-22 10:54:53	4
1361	379	2015-07-22 11:40:13	4
1362	444	2015-07-22 13:51:51	6
1363	481	2015-07-22 14:24:13	8
1364	251	2015-07-22 18:27:50	9
1365	431	2015-07-22 22:19:14	2
1366	239	2015-07-23 02:53:03	3
1367	104	2015-07-23 04:48:50	2
1368	73	2015-07-23 07:53:15	4
1369	105	2015-07-23 08:30:44	9
1370	383	2015-07-23 08:31:45	9
1371	469	2015-07-23 15:19:27	5
1372	255	2015-07-23 16:50:17	2
1373	55	2015-07-23 17:50:17	2
1374	292	2015-07-23 22:23:16	9
1375	43	2015-07-23 23:11:51	8
1376	411	2015-07-24 01:24:03	3
1377	103	2015-07-24 02:18:19	4
1378	329	2015-07-24 04:24:09	7
1379	397	2015-07-24 05:44:02	8
1380	92	2015-07-24 10:10:32	9
1381	347	2015-07-24 12:14:13	6
1382	78	2015-07-24 19:03:24	2
1383	397	2015-07-24 19:55:59	4
1384	279	2015-07-24 23:24:26	1
1385	88	2015-07-25 02:37:04	2
1386	148	2015-07-25 04:22:08	6
1387	364	2015-07-25 08:03:11	6
1388	318	2015-07-25 11:48:11	7
1389	153	2015-07-25 13:15:04	8
1390	1	2015-07-25 14:38:07	3
1391	319	2015-07-25 20:14:43	4
1392	144	2015-07-26 06:39:13	3
1393	46	2015-07-26 12:18:20	4
1394	425	2015-07-26 18:23:25	4
1395	90	2015-07-26 21:50:07	4
1396	317	2015-07-26 22:18:56	4
1397	449	2015-07-27 01:09:57	2
1398	298	2015-07-27 02:56:43	6
1399	402	2015-07-27 21:12:27	4
1400	52	2015-07-27 23:33:49	2
1401	442	2015-07-28 00:06:05	4
1402	166	2015-07-28 05:49:01	7
1403	78	2015-07-28 05:53:31	9
1404	277	2015-07-28 07:26:27	6
1405	33	2015-07-28 08:35:43	6
1406	113	2015-07-28 11:53:34	8
1407	168	2015-07-28 14:11:04	8
1408	428	2015-07-28 22:59:29	4
1409	219	2015-07-29 08:09:52	4
1410	61	2015-07-29 08:28:45	9
1411	107	2015-07-29 08:58:25	8
1412	462	2015-07-29 11:09:30	9
1413	349	2015-07-29 11:36:24	10
1414	425	2015-07-29 13:48:08	3
1415	228	2015-07-29 16:40:36	3
1416	273	2015-07-29 19:43:05	3
1417	40	2015-07-29 23:33:45	7
1418	311	2015-07-30 03:13:35	1
1419	438	2015-07-30 05:10:52	7
1420	396	2015-07-30 05:11:50	9
1421	397	2015-07-30 09:14:57	1
1422	39	2015-07-30 09:21:21	10
1423	33	2015-07-30 13:17:00	10
1424	311	2015-07-30 17:26:48	4
1425	232	2015-07-30 20:12:00	9
1426	424	2015-07-31 01:03:14	6
1427	224	2015-07-31 02:57:11	10
1428	333	2015-07-31 08:31:28	10
1429	473	2015-07-31 10:43:00	10
1430	226	2015-07-31 15:13:26	4
1431	248	2015-07-31 16:23:09	8
1432	74	2015-07-31 19:04:49	5
1433	437	2015-08-01 01:21:52	8
1434	213	2015-08-01 03:38:15	8
1435	318	2015-08-01 09:08:54	7
1436	186	2015-08-01 11:37:23	5
1437	420	2015-08-02 00:10:28	4
1438	489	2015-08-02 01:44:22	9
1439	329	2015-08-02 02:24:41	1
1440	201	2015-08-02 04:59:28	6
1441	372	2015-08-02 12:07:42	4
1442	174	2015-08-02 16:35:56	8
1443	276	2015-08-03 06:20:25	7
1444	455	2015-08-03 06:34:11	8
