IdEwidencji;IdUcznia;Wejscie;Wyjscie
465;191;2022-04-05 07:26:00;2022-04-05 15:45:00
466;161;2022-04-05 07:26:00;2022-04-05 15:45:00
467;131;2022-04-05 07:26:00;2022-04-05 15:45:00
468;4;2022-04-05 07:26:00;2022-04-05 15:45:00
469;397;2022-04-05 07:27:00;2022-04-05 14:41:00
470;297;2022-04-05 07:27:00;2022-04-05 14:41:00
471;260;2022-04-05 07:27:00;2022-04-05 14:41:00
472;187;2022-04-05 07:27:00;2022-04-05 14:41:00
473;157;2022-04-05 07:27:00;2022-04-05 14:41:00
474;127;2022-04-05 07:27:00;2022-04-05 14:41:00
475;63;2022-04-05 07:27:00;2022-04-05 14:41:00
476;398;2022-04-05 07:27:00;2022-04-05 15:44:00
477;298;2022-04-05 07:27:00;2022-04-05 15:44:00
478;261;2022-04-05 07:27:00;2022-04-05 15:44:00
479;188;2022-04-05 07:27:00;2022-04-05 15:44:00
480;158;2022-04-05 07:27:00;2022-04-05 15:44:00
481;128;2022-04-05 07:27:00;2022-04-05 15:44:00
482;53;2022-04-05 07:27:00;2022-04-05 15:44:00
483;399;2022-04-05 07:27:00;2022-04-05 15:55:00
484;299;2022-04-05 07:27:00;2022-04-05 15:55:00
485;262;2022-04-05 07:27:00;2022-04-05 15:55:00
486;189;2022-04-05 07:27:00;2022-04-05 15:55:00
487;159;2022-04-05 07:27:00;2022-04-05 15:55:00
488;129;2022-04-05 07:27:00;2022-04-05 15:55:00
489;48;2022-04-05 07:27:00;2022-04-05 15:55:00
490;396;2022-04-05 07:28:00;2022-04-05 15:14:00
491;296;2022-04-05 07:28:00;2022-04-05 15:14:00
492;259;2022-04-05 07:28:00;2022-04-05 15:14:00
493;186;2022-04-05 07:28:00;2022-04-05 15:14:00
494;156;2022-04-05 07:28:00;2022-04-05 15:14:00
495;126;2022-04-05 07:28:00;2022-04-05 15:14:00
496;7;2022-04-05 07:28:00;2022-04-05 15:14:00
497;394;2022-04-05 07:32:00;2022-04-05 15:19:00
498;294;2022-04-05 07:32:00;2022-04-05 15:19:00
499;257;2022-04-05 07:32:00;2022-04-05 15:19:00
500;184;2022-04-05 07:32:00;2022-04-05 15:19:00
501;154;2022-04-05 07:32:00;2022-04-05 15:19:00
502;124;2022-04-05 07:32:00;2022-04-05 15:19:00
503;14;2022-04-05 07:32:00;2022-04-05 15:19:00
504;395;2022-04-05 07:32:00;2022-04-05 15:49:00
505;295;2022-04-05 07:32:00;2022-04-05 15:49:00
506;258;2022-04-05 07:32:00;2022-04-05 15:49:00
507;185;2022-04-05 07:32:00;2022-04-05 15:49:00
508;155;2022-04-05 07:32:00;2022-04-05 15:49:00
509;125;2022-04-05 07:32:00;2022-04-05 15:49:00
510;12;2022-04-05 07:32:00;2022-04-05 15:49:00
511;392;2022-04-05 07:33:00;2022-04-05 14:15:00
512;292;2022-04-05 07:33:00;2022-04-05 14:15:00
513;255;2022-04-05 07:33:00;2022-04-05 14:15:00
514;182;2022-04-05 07:33:00;2022-04-05 14:15:00
515;152;2022-04-05 07:33:00;2022-04-05 14:15:00
516;122;2022-04-05 07:33:00;2022-04-05 14:15:00
517;111;2022-04-05 07:33:00;2022-04-05 14:15:00
518;393;2022-04-05 07:33:00;2022-04-05 15:54:00
519;293;2022-04-05 07:33:00;2022-04-05 15:54:00
520;256;2022-04-05 07:33:00;2022-04-05 15:54:00
521;183;2022-04-05 07:33:00;2022-04-05 15:54:00
522;153;2022-04-05 07:33:00;2022-04-05 15:54:00
523;123;2022-04-05 07:33:00;2022-04-05 15:54:00
524;29;2022-04-05 07:33:00;2022-04-05 15:54:00
525;391;2022-04-05 07:34:00;2022-04-05 15:31:00
526;291;2022-04-05 07:34:00;2022-04-05 15:31:00
527;254;2022-04-05 07:34:00;2022-04-05 15:31:00
528;181;2022-04-05 07:34:00;2022-04-05 15:31:00
529;151;2022-04-05 07:34:00;2022-04-05 15:31:00
530;121;2022-04-05 07:34:00;2022-04-05 15:31:00
531;112;2022-04-05 07:34:00;2022-04-05 15:31:00
532;390;2022-04-05 07:35:00;2022-04-05 14:51:00
533;290;2022-04-05 07:35:00;2022-04-05 14:51:00
534;253;2022-04-05 07:35:00;2022-04-05 14:51:00
535;180;2022-04-05 07:35:00;2022-04-05 14:51:00
536;150;2022-04-05 07:35:00;2022-04-05 14:51:00
537;99;2022-04-05 07:35:00;2022-04-05 14:51:00
538;100;2022-04-05 07:35:00;2022-04-05 14:51:00
539;388;2022-04-05 07:39:00;2022-04-05 14:20:00
540;288;2022-04-05 07:39:00;2022-04-05 14:20:00
541;251;2022-04-05 07:39:00;2022-04-05 14:20:00
542;178;2022-04-05 07:39:00;2022-04-05 14:20:00
543;148;2022-04-05 07:39:00;2022-04-05 14:20:00
544;60;2022-04-05 07:39:00;2022-04-05 14:20:00
545;87;2022-04-05 07:39:00;2022-04-05 14:20:00
546;389;2022-04-05 07:39:00;2022-04-05 14:29:00
547;289;2022-04-05 07:39:00;2022-04-05 14:29:00
548;252;2022-04-05 07:39:00;2022-04-05 14:29:00
549;179;2022-04-05 07:39:00;2022-04-05 14:29:00
550;149;2022-04-05 07:39:00;2022-04-05 14:29:00
551;54;2022-04-05 07:39:00;2022-04-05 14:29:00
552;36;2022-04-05 07:39:00;2022-04-05 14:29:00
553;387;2022-04-05 07:40:00;2022-04-05 14:28:00
554;287;2022-04-05 07:40:00;2022-04-05 14:28:00
555;250;2022-04-05 07:40:00;2022-04-05 14:28:00
556;177;2022-04-05 07:40:00;2022-04-05 14:28:00
557;147;2022-04-05 07:40:00;2022-04-05 14:28:00
558;65;2022-04-05 07:40:00;2022-04-05 14:28:00
559;13;2022-04-05 07:40:00;2022-04-05 14:28:00
560;386;2022-04-05 07:40:00;2022-04-05 14:34:00
561;286;2022-04-05 07:40:00;2022-04-05 14:34:00
562;249;2022-04-05 07:40:00;2022-04-05 14:34:00
563;176;2022-04-05 07:40:00;2022-04-05 14:34:00
564;146;2022-04-05 07:40:00;2022-04-05 14:34:00
565;34;2022-04-05 07:40:00;2022-04-05 14:34:00
566;24;2022-04-05 07:40:00;2022-04-05 14:34:00
567;384;2022-04-05 07:40:00;2022-04-05 14:41:00
568;284;2022-04-05 07:40:00;2022-04-05 14:41:00
569;247;2022-04-05 07:40:00;2022-04-05 14:41:00
570;109;2022-04-05 07:40:00;2022-04-05 14:41:00
571;385;2022-04-05 07:40:00;2022-04-05 15:24:00
572;285;2022-04-05 07:40:00;2022-04-05 15:24:00
573;248;2022-04-05 07:40:00;2022-04-05 15:24:00
574;175;2022-04-05 07:40:00;2022-04-05 15:24:00
575;145;2022-04-05 07:40:00;2022-04-05 15:24:00
576;75;2022-04-05 07:40:00;2022-04-05 15:24:00
577;41;2022-04-05 07:40:00;2022-04-05 15:24:00
578;383;2022-04-05 07:43:00;2022-04-05 15:56:00
579;373;2022-04-05 07:43:00;2022-04-05 15:56:00
580;363;2022-04-05 07:43:00;2022-04-05 15:56:00
581;283;2022-04-05 07:43:00;2022-04-05 15:56:00
582;246;2022-04-05 07:43:00;2022-04-05 15:56:00
583;80;2022-04-05 07:43:00;2022-04-05 15:56:00
584;382;2022-04-05 07:44:00;2022-04-05 14:55:00
585;372;2022-04-05 07:44:00;2022-04-05 14:55:00
586;362;2022-04-05 07:44:00;2022-04-05 14:55:00
587;282;2022-04-05 07:44:00;2022-04-05 14:55:00
588;245;2022-04-05 07:44:00;2022-04-05 14:55:00
589;52;2022-04-05 07:44:00;2022-04-05 14:55:00
590;381;2022-04-05 07:45:00;2022-04-05 15:37:00
591;371;2022-04-05 07:45:00;2022-04-05 15:37:00
592;361;2022-04-05 07:45:00;2022-04-05 15:37:00
593;244;2022-04-05 07:45:00;2022-04-05 15:37:00
594;224;2022-04-05 07:45:00;2022-04-05 15:37:00
595;23;2022-04-05 07:45:00;2022-04-05 15:37:00
596;380;2022-04-05 07:48:00;2022-04-05 15:14:00
597;370;2022-04-05 07:48:00;2022-04-05 15:14:00
598;360;2022-04-05 07:48:00;2022-04-05 15:14:00
599;243;2022-04-05 07:48:00;2022-04-05 15:14:00
600;223;2022-04-05 07:48:00;2022-04-05 15:14:00
601;101;2022-04-05 07:48:00;2022-04-05 15:14:00
602;379;2022-04-05 07:49:00;2022-04-05 14:14:00
603;369;2022-04-05 07:49:00;2022-04-05 14:14:00
604;359;2022-04-05 07:49:00;2022-04-05 14:14:00
605;242;2022-04-05 07:49:00;2022-04-05 14:14:00
606;222;2022-04-05 07:49:00;2022-04-05 14:14:00
607;49;2022-04-05 07:49:00;2022-04-05 14:14:00
608;378;2022-04-05 07:49:00;2022-04-05 14:23:00
609;368;2022-04-05 07:49:00;2022-04-05 14:23:00
610;358;2022-04-05 07:49:00;2022-04-05 14:23:00
611;241;2022-04-05 07:49:00;2022-04-05 14:23:00
612;221;2022-04-05 07:49:00;2022-04-05 14:23:00
613;94;2022-04-05 07:49:00;2022-04-05 14:23:00
614;377;2022-04-05 07:50:00;2022-04-05 14:11:00
615;367;2022-04-05 07:50:00;2022-04-05 14:11:00
616;357;2022-04-05 07:50:00;2022-04-05 14:11:00
617;240;2022-04-05 07:50:00;2022-04-05 14:11:00
618;220;2022-04-05 07:50:00;2022-04-05 14:11:00
619;2;2022-04-05 07:50:00;2022-04-05 14:11:00
620;374;2022-04-05 07:50:00;2022-04-05 14:59:00
621;364;2022-04-05 07:50:00;2022-04-05 14:59:00
622;354;2022-04-05 07:50:00;2022-04-05 14:59:00
623;237;2022-04-05 07:50:00;2022-04-05 14:59:00
624;217;2022-04-05 07:50:00;2022-04-05 14:59:00
625;97;2022-04-05 07:50:00;2022-04-05 14:59:00
626;236;2022-04-05 07:50:00;2022-04-05 15:21:00
627;216;2022-04-05 07:50:00;2022-04-05 15:21:00
628;104;2022-04-05 07:50:00;2022-04-05 15:21:00
629;375;2022-04-05 07:50:00;2022-04-05 15:23:00
630;365;2022-04-05 07:50:00;2022-04-05 15:23:00
631;355;2022-04-05 07:50:00;2022-04-05 15:23:00
632;238;2022-04-05 07:50:00;2022-04-05 15:23:00
633;218;2022-04-05 07:50:00;2022-04-05 15:23:00
634;84;2022-04-05 07:50:00;2022-04-05 15:23:00
635;376;2022-04-05 07:50:00;2022-04-05 15:55:00
636;366;2022-04-05 07:50:00;2022-04-05 15:55:00
637;356;2022-04-05 07:50:00;2022-04-05 15:55:00
638;239;2022-04-05 07:50:00;2022-04-05 15:55:00
639;219;2022-04-05 07:50:00;2022-04-05 15:55:00
640;8;2022-04-05 07:50:00;2022-04-05 15:55:00
641;235;2022-04-05 07:51:00;2022-04-05 14:55:00
642;215;2022-04-05 07:51:00;2022-04-05 14:55:00
643;50;2022-04-05 07:51:00;2022-04-05 14:55:00
644;232;2022-04-05 07:52:00;2022-04-05 14:23:00
645;212;2022-04-05 07:52:00;2022-04-05 14:23:00
646;92;2022-04-05 07:52:00;2022-04-05 14:23:00
647;234;2022-04-05 07:52:00;2022-04-05 15:37:00
648;214;2022-04-05 07:52:00;2022-04-05 15:37:00
649;30;2022-04-05 07:52:00;2022-04-05 15:37:00
650;233;2022-04-05 07:52:00;2022-04-05 15:39:00
651;213;2022-04-05 07:52:00;2022-04-05 15:39:00
652;38;2022-04-05 07:52:00;2022-04-05 15:39:00
653;231;2022-04-05 07:53:00;2022-04-05 14:41:00
654;211;2022-04-05 07:53:00;2022-04-05 14:41:00
655;56;2022-04-05 07:53:00;2022-04-05 14:41:00
656;230;2022-04-05 07:53:00;2022-04-05 15:52:00
657;210;2022-04-05 07:53:00;2022-04-05 15:52:00
658;105;2022-04-05 07:53:00;2022-04-05 15:52:00
659;229;2022-04-05 07:54:00;2022-04-05 15:53:00
660;209;2022-04-05 07:54:00;2022-04-05 15:53:00
661;69;2022-04-05 07:54:00;2022-04-05 15:53:00
662;228;2022-04-05 07:56:00;2022-04-05 15:32:00
663;208;2022-04-05 07:56:00;2022-04-05 15:32:00
664;42;2022-04-05 07:56:00;2022-04-05 15:32:00
665;227;2022-04-05 07:57:00;2022-04-05 14:52:00
666;207;2022-04-05 07:57:00;2022-04-05 14:52:00
667;114;2022-04-05 07:57:00;2022-04-05 14:52:00
668;226;2022-04-05 07:59:00;2022-04-05 15:31:00
669;206;2022-04-05 07:59:00;2022-04-05 15:31:00
670;86;2022-04-05 07:59:00;2022-04-05 15:31:00
671;225;2022-04-05 08:00:00;2022-04-05 14:30:00
672;205;2022-04-05 08:00:00;2022-04-05 14:30:00
673;20;2022-04-05 08:00:00;2022-04-05 14:30:00
674;73;2022-04-05 08:00:00;2022-04-05 15:43:00
675;78;2022-04-05 08:01:00;2022-04-05 14:43:00
676;118;2022-04-05 08:01:00;2022-04-05 15:30:00
677;9;2022-04-05 08:01:00;2022-04-05 15:31:00
678;59;2022-04-05 08:01:00;2022-04-05 15:34:00
679;117;2022-04-05 08:04:00;2022-04-05 15:22:00
680;72;2022-04-05 08:05:00;2022-04-05 14:22:00
681;6;2022-04-05 08:05:00;2022-04-05 14:57:00
682;83;2022-04-05 08:06:00;2022-04-05 14:45:00
683;57;2022-04-05 08:06:00;2022-04-05 15:23:00
684;89;2022-04-05 08:07:00;2022-04-05 14:59:00
685;353;2022-04-05 08:07:00;2022-04-05 15:34:00
686;96;2022-04-05 08:07:00;2022-04-05 15:34:00
687;352;2022-04-05 08:10:00;2022-04-05 15:33:00
688;66;2022-04-05 08:10:00;2022-04-05 15:33:00
689;351;2022-04-05 08:11:00;2022-04-05 15:36:00
690;25;2022-04-05 08:11:00;2022-04-05 15:36:00
691;350;2022-04-05 08:12:00;2022-04-05 14:34:00
692;67;2022-04-05 08:12:00;2022-04-05 14:34:00
693;349;2022-04-05 08:13:00;2022-04-05 14:45:00
694;51;2022-04-05 08:13:00;2022-04-05 14:45:00
695;348;2022-04-05 08:14:00;2022-04-05 14:36:00
696;88;2022-04-05 08:14:00;2022-04-05 14:36:00
697;347;2022-04-05 08:18:00;2022-04-05 14:54:00
698;15;2022-04-05 08:18:00;2022-04-05 14:54:00
699;346;2022-04-05 08:20:00;2022-04-05 15:37:00
700;102;2022-04-05 08:20:00;2022-04-05 15:37:00
701;345;2022-04-05 08:24:00;2022-04-05 14:54:00
702;18;2022-04-05 08:24:00;2022-04-05 14:54:00
703;344;2022-04-05 08:25:00;2022-04-05 14:34:00
704;32;2022-04-05 08:25:00;2022-04-05 14:34:00
705;343;2022-04-05 08:25:00;2022-04-05 15:42:00
706;82;2022-04-05 08:25:00;2022-04-05 15:42:00
707;342;2022-04-05 08:26:00;2022-04-05 15:23:00
708;19;2022-04-05 08:26:00;2022-04-05 15:23:00
709;341;2022-04-05 08:29:00;2022-04-05 14:59:00
710;58;2022-04-05 08:29:00;2022-04-05 14:59:00
711;340;2022-04-05 08:29:00;2022-04-05 15:23:00
712;71;2022-04-05 08:29:00;2022-04-05 15:23:00
713;339;2022-04-05 08:30:00;2022-04-05 14:28:00
714;81;2022-04-05 08:30:00;2022-04-05 14:28:00
715;338;2022-04-05 08:30:00;2022-04-05 14:58:00
716;115;2022-04-05 08:30:00;2022-04-05 14:58:00
717;337;2022-04-05 08:32:00;2022-04-05 15:22:00
718;46;2022-04-05 08:32:00;2022-04-05 15:22:00
719;336;2022-04-05 08:34:00;2022-04-05 15:13:00
720;68;2022-04-05 08:34:00;2022-04-05 15:13:00
721;335;2022-04-05 08:35:00;2022-04-05 14:11:00
722;120;2022-04-05 08:35:00;2022-04-05 14:11:00
723;334;2022-04-05 08:36:00;2022-04-05 15:55:00
724;28;2022-04-05 08:36:00;2022-04-05 15:55:00
725;332;2022-04-05 08:37:00;2022-04-05 15:30:00
726;62;2022-04-05 08:37:00;2022-04-05 15:30:00
727;333;2022-04-05 08:37:00;2022-04-05 15:48:00
728;1;2022-04-05 08:37:00;2022-04-05 15:48:00
729;330;2022-04-05 08:39:00;2022-04-05 14:54:00
730;35;2022-04-05 08:39:00;2022-04-05 14:54:00
731;331;2022-04-05 08:39:00;2022-04-05 15:29:00
732;33;2022-04-05 08:39:00;2022-04-05 15:29:00
733;329;2022-04-05 08:39:00;2022-04-05 15:58:00
734;43;2022-04-05 08:39:00;2022-04-05 15:58:00
735;327;2022-04-05 08:40:00;2022-04-05 14:23:00
736;85;2022-04-05 08:40:00;2022-04-05 14:23:00
737;328;2022-04-05 08:40:00;2022-04-05 15:49:00
738;40;2022-04-05 08:40:00;2022-04-05 15:49:00
739;326;2022-04-05 08:42:00;2022-04-05 14:37:00
740;22;2022-04-05 08:42:00;2022-04-05 14:37:00
741;325;2022-04-05 08:42:00;2022-04-05 15:37:00
742;93;2022-04-05 08:42:00;2022-04-05 15:37:00
743;324;2022-04-05 08:43:00;2022-04-05 14:28:00
744;47;2022-04-05 08:43:00;2022-04-05 14:28:00
745;323;2022-04-05 08:44:00;2022-04-05 14:19:00
746;31;2022-04-05 08:44:00;2022-04-05 14:19:00
747;322;2022-04-05 08:47:00;2022-04-05 14:18:00
748;91;2022-04-05 08:47:00;2022-04-05 14:18:00
749;321;2022-04-05 08:47:00;2022-04-05 14:26:00
750;110;2022-04-05 08:47:00;2022-04-05 14:26:00
751;319;2022-04-05 08:49:00;2022-04-05 14:31:00
752;16;2022-04-05 08:49:00;2022-04-05 14:31:00
753;106;2022-04-05 08:49:00;2022-04-05 14:37:00
754;320;2022-04-05 08:49:00;2022-04-05 15:47:00
755;10;2022-04-05 08:49:00;2022-04-05 15:47:00
756;107;2022-04-05 08:50:00;2022-04-05 14:40:00
757;45;2022-04-05 08:50:00;2022-04-05 14:58:00
758;108;2022-04-05 08:51:00;2022-04-05 15:22:00
759;70;2022-04-05 08:52:00;2022-04-05 15:57:00
760;77;2022-04-05 08:56:00;2022-04-05 14:27:00
761;76;2022-04-05 08:56:00;2022-04-05 15:36:00
762;80;2022-04-06 07:19:00;2022-04-06 15:11:00
763;360;2022-04-06 07:19:00;2022-04-06 15:11:00
764;30;2022-04-06 07:25:00;2022-04-06 15:13:00
765;374;2022-04-06 07:25:00;2022-04-06 15:13:00
766;295;2022-04-06 07:25:00;2022-04-06 15:13:00
767;258;2022-04-06 07:25:00;2022-04-06 15:13:00
768;153;2022-04-06 07:25:00;2022-04-06 15:13:00
769;38;2022-04-06 07:28:00;2022-04-06 15:17:00
770;366;2022-04-06 07:28:00;2022-04-06 15:17:00
771;99;2022-04-06 07:30:00;2022-04-06 15:19:00
772;342;2022-04-06 07:30:00;2022-04-06 15:19:00
773;246;2022-04-06 07:30:00;2022-04-06 15:19:00
774;211;2022-04-06 07:30:00;2022-04-06 15:19:00
775;24;2022-04-06 07:31:00;2022-04-06 14:59:00
776;380;2022-04-06 07:31:00;2022-04-06 14:59:00
777;301;2022-04-06 07:31:00;2022-04-06 14:59:00
778;264;2022-04-06 07:31:00;2022-04-06 14:59:00
779;159;2022-04-06 07:31:00;2022-04-06 14:59:00
780;122;2022-04-06 07:31:00;2022-04-06 14:59:00
781;126;2022-04-06 07:31:00;2022-04-06 14:59:00
782;159;2022-04-06 07:31:00;2022-04-06 14:59:00
783;306;2022-04-06 07:31:00;2022-04-06 14:59:00
784;95;2022-04-06 07:31:00;2022-04-06 15:28:00
785;346;2022-04-06 07:31:00;2022-04-06 15:28:00
786;250;2022-04-06 07:31:00;2022-04-06 15:28:00
787;215;2022-04-06 07:31:00;2022-04-06 15:28:00
788;81;2022-04-06 07:37:00;2022-04-06 14:55:00
789;359;2022-04-06 07:37:00;2022-04-06 14:55:00
790;52;2022-04-06 07:39:00;2022-04-06 14:54:00
791;17;2022-04-06 07:41:00;2022-04-06 14:19:00
792;386;2022-04-06 07:41:00;2022-04-06 14:19:00
793;307;2022-04-06 07:41:00;2022-04-06 14:19:00
794;270;2022-04-06 07:41:00;2022-04-06 14:19:00
795;165;2022-04-06 07:41:00;2022-04-06 14:19:00
796;128;2022-04-06 07:41:00;2022-04-06 14:19:00
797;108;2022-04-06 07:41:00;2022-04-06 14:25:00
798;333;2022-04-06 07:41:00;2022-04-06 14:25:00
799;237;2022-04-06 07:41:00;2022-04-06 14:25:00
800;202;2022-04-06 07:41:00;2022-04-06 14:25:00
801;28;2022-04-06 07:42:00;2022-04-06 15:22:00
802;376;2022-04-06 07:42:00;2022-04-06 15:22:00
803;297;2022-04-06 07:42:00;2022-04-06 15:22:00
804;260;2022-04-06 07:42:00;2022-04-06 15:22:00
805;155;2022-04-06 07:42:00;2022-04-06 15:22:00
806;43;2022-04-06 07:43:00;2022-04-06 14:34:00
807;82;2022-04-06 07:43:00;2022-04-06 14:51:00
808;358;2022-04-06 07:43:00;2022-04-06 14:51:00
809;77;2022-04-06 07:44:00;2022-04-06 14:52:00
810;363;2022-04-06 07:44:00;2022-04-06 14:52:00
811;69;2022-04-06 07:44:00;2022-04-06 15:12:00
812;83;2022-04-06 07:45:00;2022-04-06 15:29:00
813;357;2022-04-06 07:45:00;2022-04-06 15:29:00
814;109;2022-04-06 07:48:00;2022-04-06 15:17:00
815;332;2022-04-06 07:48:00;2022-04-06 15:17:00
816;236;2022-04-06 07:48:00;2022-04-06 15:17:00
817;201;2022-04-06 07:48:00;2022-04-06 15:17:00
818;78;2022-04-06 07:48:00;2022-04-06 15:20:00
819;362;2022-04-06 07:48:00;2022-04-06 15:20:00
820;101;2022-04-06 07:50:00;2022-04-06 14:43:00
821;340;2022-04-06 07:50:00;2022-04-06 14:43:00
822;244;2022-04-06 07:50:00;2022-04-06 14:43:00
823;209;2022-04-06 07:50:00;2022-04-06 14:43:00
824;23;2022-04-06 07:50:00;2022-04-06 15:24:00
825;381;2022-04-06 07:50:00;2022-04-06 15:24:00
826;302;2022-04-06 07:50:00;2022-04-06 15:24:00
827;265;2022-04-06 07:50:00;2022-04-06 15:24:00
828;160;2022-04-06 07:50:00;2022-04-06 15:24:00
829;123;2022-04-06 07:50:00;2022-04-06 15:24:00
830;125;2022-04-06 07:50:00;2022-04-06 15:24:00
831;158;2022-04-06 07:50:00;2022-04-06 15:24:00
832;305;2022-04-06 07:50:00;2022-04-06 15:24:00
833;89;2022-04-06 07:51:00;2022-04-06 14:36:00
834;352;2022-04-06 07:51:00;2022-04-06 14:36:00
835;70;2022-04-06 07:51:00;2022-04-06 14:41:00
836;13;2022-04-06 07:51:00;2022-04-06 15:15:00
837;390;2022-04-06 07:51:00;2022-04-06 15:15:00
838;311;2022-04-06 07:51:00;2022-04-06 15:15:00
839;274;2022-04-06 07:51:00;2022-04-06 15:15:00
840;169;2022-04-06 07:51:00;2022-04-06 15:15:00
841;132;2022-04-06 07:51:00;2022-04-06 15:15:00
842;2;2022-04-06 07:52:00;2022-04-06 15:42:00
843;62;2022-04-06 07:52:00;2022-04-06 15:59:00
844;25;2022-04-06 07:53:00;2022-04-06 14:44:00
845;379;2022-04-06 07:53:00;2022-04-06 14:44:00
846;300;2022-04-06 07:53:00;2022-04-06 14:44:00
847;263;2022-04-06 07:53:00;2022-04-06 14:44:00
848;158;2022-04-06 07:53:00;2022-04-06 14:44:00
849;121;2022-04-06 07:53:00;2022-04-06 14:44:00
850;127;2022-04-06 07:53:00;2022-04-06 14:44:00
851;160;2022-04-06 07:53:00;2022-04-06 14:44:00
852;307;2022-04-06 07:53:00;2022-04-06 14:44:00
853;56;2022-04-06 07:54:00;2022-04-06 15:18:00
854;10;2022-04-06 07:54:00;2022-04-06 15:45:00
855;393;2022-04-06 07:54:00;2022-04-06 15:45:00
856;314;2022-04-06 07:54:00;2022-04-06 15:45:00
857;277;2022-04-06 07:54:00;2022-04-06 15:45:00
858;218;2022-04-06 07:54:00;2022-04-06 15:45:00
859;183;2022-04-06 07:54:00;2022-04-06 15:45:00
860;172;2022-04-06 07:54:00;2022-04-06 15:45:00
861;135;2022-04-06 07:54:00;2022-04-06 15:45:00
862;115;2022-04-06 07:55:00;2022-04-06 14:29:00
863;73;2022-04-06 07:55:00;2022-04-06 15:11:00
864;100;2022-04-06 07:55:00;2022-04-06 15:27:00
865;341;2022-04-06 07:55:00;2022-04-06 15:27:00
866;245;2022-04-06 07:55:00;2022-04-06 15:27:00
867;210;2022-04-06 07:55:00;2022-04-06 15:27:00
868;92;2022-04-06 07:55:00;2022-04-06 15:30:00
869;349;2022-04-06 07:55:00;2022-04-06 15:30:00
870;49;2022-04-06 07:56:00;2022-04-06 14:41:00
871;84;2022-04-06 07:57:00;2022-04-06 14:15:00
872;356;2022-04-06 07:57:00;2022-04-06 14:15:00
873;19;2022-04-06 07:57:00;2022-04-06 15:56:00
874;385;2022-04-06 07:57:00;2022-04-06 15:56:00
875;306;2022-04-06 07:57:00;2022-04-06 15:56:00
876;269;2022-04-06 07:57:00;2022-04-06 15:56:00
877;164;2022-04-06 07:57:00;2022-04-06 15:56:00
878;127;2022-04-06 07:57:00;2022-04-06 15:56:00
879;121;2022-04-06 07:57:00;2022-04-06 15:56:00
880;154;2022-04-06 07:57:00;2022-04-06 15:56:00
881;301;2022-04-06 07:57:00;2022-04-06 15:56:00
882;119;2022-04-06 07:58:00;2022-04-06 15:17:00
883;323;2022-04-06 07:58:00;2022-04-06 15:17:00
884;286;2022-04-06 07:58:00;2022-04-06 15:17:00
885;227;2022-04-06 07:58:00;2022-04-06 15:17:00
886;192;2022-04-06 07:58:00;2022-04-06 15:17:00
887;181;2022-04-06 07:58:00;2022-04-06 15:17:00
888;144;2022-04-06 07:58:00;2022-04-06 15:17:00
889;94;2022-04-06 07:59:00;2022-04-06 14:33:00
890;347;2022-04-06 07:59:00;2022-04-06 14:33:00
891;251;2022-04-06 07:59:00;2022-04-06 14:33:00
892;216;2022-04-06 07:59:00;2022-04-06 14:33:00
893;146;2022-04-06 07:59:00;2022-04-06 14:33:00
894;76;2022-04-06 08:00:00;2022-04-06 15:28:00
895;364;2022-04-06 08:00:00;2022-04-06 15:28:00
896;96;2022-04-06 08:01:00;2022-04-06 14:59:00
897;345;2022-04-06 08:01:00;2022-04-06 14:59:00
898;249;2022-04-06 08:01:00;2022-04-06 14:59:00
899;214;2022-04-06 08:01:00;2022-04-06 14:59:00
900;44;2022-04-06 08:01:00;2022-04-06 15:24:00
901;120;2022-04-06 08:06:00;2022-04-06 14:49:00
902;322;2022-04-06 08:06:00;2022-04-06 14:49:00
903;285;2022-04-06 08:06:00;2022-04-06 14:49:00
904;226;2022-04-06 08:06:00;2022-04-06 14:49:00
905;191;2022-04-06 08:06:00;2022-04-06 14:49:00
906;180;2022-04-06 08:06:00;2022-04-06 14:49:00
907;143;2022-04-06 08:06:00;2022-04-06 14:49:00
908;20;2022-04-06 08:07:00;2022-04-06 14:35:00
909;384;2022-04-06 08:07:00;2022-04-06 14:35:00
910;305;2022-04-06 08:07:00;2022-04-06 14:35:00
911;268;2022-04-06 08:07:00;2022-04-06 14:35:00
912;163;2022-04-06 08:07:00;2022-04-06 14:35:00
913;126;2022-04-06 08:07:00;2022-04-06 14:35:00
914;122;2022-04-06 08:07:00;2022-04-06 14:35:00
915;155;2022-04-06 08:07:00;2022-04-06 14:35:00
916;302;2022-04-06 08:07:00;2022-04-06 14:35:00
917;45;2022-04-06 08:07:00;2022-04-06 15:30:00
918;39;2022-04-06 08:08:00;2022-04-06 14:15:00
919;365;2022-04-06 08:08:00;2022-04-06 14:15:00
920;93;2022-04-06 08:09:00;2022-04-06 15:26:00
921;348;2022-04-06 08:09:00;2022-04-06 15:26:00
922;252;2022-04-06 08:09:00;2022-04-06 15:26:00
923;217;2022-04-06 08:09:00;2022-04-06 15:26:00
924;147;2022-04-06 08:09:00;2022-04-06 15:26:00
925;104;2022-04-06 08:09:00;2022-04-06 15:58:00
926;337;2022-04-06 08:09:00;2022-04-06 15:58:00
927;241;2022-04-06 08:09:00;2022-04-06 15:58:00
928;206;2022-04-06 08:09:00;2022-04-06 15:58:00
929;113;2022-04-06 08:11:00;2022-04-06 14:16:00
